mir	ratio	symbol	entrezid	pvalue	cor	fdr	is_target
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CASD1	64921	4.9392024067315e-14	-0.430763814093853	9.58748579170652e-10	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CASP5	838	1.81603637517551e-08	-0.329027801444736	0.000335058711219882	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CASP7	840	4.58413385840431e-21	-0.523859500184273	9.05503961050603e-17	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CASR	846	5.09147306810345e-18	-0.486966379756056	1.00118726411186e-13	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAST	831	9.47980347701228e-09	-0.335147299825516	0.00017581243528467	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CASZ1	54897	1.97300420583297e-09	-0.349395657442156	3.69563417794574e-05	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CATSPERG	57828	1.65874724934483e-06	-0.282249311445682	0.0292155153027104	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAT	847	7.99408705629977e-10	-0.357284219124481	1.50488688834843e-05	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CAV3	859	5.35315446973753e-17	-0.473517735150572	1.04996771769432e-12	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CBFB	865	1.94570994205279e-06	0.280434324068323	0.0342016893614039	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CBLN2	147381	2.05902684785202e-23	-0.549514811256621	4.07975579633399e-19	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CBX7	23492	8.96674438803065e-16	-0.456587438176076	1.75147418131403e-11	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CBX8	57332	5.03029582432646e-08	0.319156856471021	0.000921147771350661	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCBP2	1238	4.66596327587329e-09	-0.341671290712311	8.69688894990022e-05	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC109B	55013	2.76443411717509e-06	0.276393507629578	0.0483195439341033	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC124	115098	1.49964103357547e-08	0.330843827433409	0.000277043684542733	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC137	339230	1.58738561184535e-07	0.307577883351547	0.00287824759139799	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC138	165055	7.56561166603831e-07	0.290997666437391	0.0134743543772142	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC152	100129792	2.43418978604232e-15	-0.45035601163164	4.74861743461135e-11	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC158	339965	7.61950087477037e-17	-0.47144774868807	1.49357456147249e-12	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC18	343099	1.04307125781133e-06	0.287454476589232	0.018493653400995	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC19	25790	2.42912822034924e-06	0.277888655167726	0.0425267477536542	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC21	64793	4.97902769680536e-07	0.295542839423678	0.00892092392436616	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC28A	25901	2.43729288743982e-07	-0.303126932883289	0.00440004484969511	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC34	91057	3.74093663557673e-06	0.272860891902322	0.0650773337124928	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC51	79714	9.57423562208959e-07	0.288404506472167	0.0170009701941445	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC58	131076	6.19504305188201e-07	0.293178763996273	0.0110643468906613	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC68	80323	2.13009078126667e-07	-0.304533349537161	0.00385035209621763	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC69	26112	3.25295883761607e-08	-0.323423567529213	0.000597503479293321	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC86	79080	7.19424519957101e-14	0.428221128595733	1.3952519140048e-09	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCDC99	54908	3.67123531574975e-09	0.343844212137046	6.85236071684692e-05	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL13	6357	2.4027517720278e-10	-0.367456056783571	4.54985075551184e-06	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL14-CCL15	348249	5.71221814603283e-19	-0.498961360227108	1.12502136386116e-14	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL14	6358	2.57520834276186e-08	-0.325683443687306	0.000473812582984754	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL15	6359	1.37395976708528e-06	-0.28437555148834	0.0242833649234653	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL23	6368	1.38367756508285e-12	-0.407484799635323	2.66579319688861e-08	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL28	56477	1.47017445626715e-09	-0.351988263821891	2.75804727995717e-05	NA
hsa.mir.17	hsa.mir.17_vs_hsa.mir.92a.1	CCL8	6355	6.73326240834478e-09	-0.338314709931294	0.000125205014483171	NA
