Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-30a-3p	0	12	47	2	0	0	140	11	14	21	40	2	0	0	141	26	67	12	4	11	49	0	12	23
miR-30a-5p	1	182	661	8	9	27	2496	11	43	380	559	6	2	2	2016	19	660	228	16	27	2311	3	15	28
miR-30b-3p	0	1	2	0	0	1	1	1	5	0	1	0	0	0	0	30	0	1	0	0	15	0	6	11
miR-30b-5p	2	313	554	41	28	89	2470	6	131	289	377	43	3	4	1821	11	1299	173	58	71	9062	7	4	5
miR-30c-1-3p	0	0	1	0	1	0	0	1	1	2	2	0	0	0	2	26	2	1	2	0	11	0	1	3
miR-30c-2-3p	0	1	1	1	0	0	4	0	1	0	2	0	1	0	5	19	4	1	0	0	3	0	0	0
miR-30c-5p	1	193	367	19	12	37	2518	9	141	174	260	19	3	4	1600	44	854	100	22	33	4020	2	4	7
miR-30d-3p	0	1	4	1	2	0	3	5	3	2	2	0	0	0	8	27	2	4	2	17	20	0	4	8
miR-30d-5p	3	294	805	14	14	49	2791	31	175	528	703	34	2	7	2167	26	997	328	29	24	4699	2	32	34
miR-30e-3p	0	14	37	3	1	3	139	20	38	13	23	3	0	0	96	50	75	7	6	8	204	0	40	47
miR-30e-5p	2	53	267	4	6	22	932	21	74	153	229	8	2	2	781	23	148	105	7	10	2801	3	24	35
miR-3115	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	2
miR-3116	0	0	1	0	0	0	3	0	0	2	1	0	0	0	1	59	0	0	2	0	5	0	0	1
miR-3117-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-3118	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	111	0	1	0	0	6	0	3	0
miR-3119	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	14	0	0	0	1	1	0	0	0
miR-3121-5p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
miR-3122	0	1	0	2	1	0	0	1	0	3	1	0	0	0	0	11	0	1	1	15	4	0	0	0
miR-3123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-3124-3p	0	0	1	2	1	0	0	13	13	0	1	0	0	0	1	17	0	0	1	0	0	0	24	38
miR-3124-5p	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0	4	0	1	0	0	2	0	4	8
miR-3125	0	0	1	0	0	0	1	2	2	1	0	0	0	0	1	13	0	1	0	1	3	0	5	6
miR-3126-3p	0	0	2	2	1	0	0	3	2	0	1	0	0	0	1	38	0	0	1	0	5	0	11	10
miR-3126-5p	0	1	5	0	2	0	4	2	4	2	2	1	0	0	8	38	0	2	1	3	0	0	24	2
miR-3127-3p	0	0	6	3	3	0	9	11	7	6	10	1	0	0	8	490	5	9	7	0	21	0	11	9
miR-3127-5p	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	28	0	0	0	0	6	0	2	0
miR-3128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0
miR-3129-3p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	14	1	0	0	0	2	0	4	0
miR-3130-3p	0	1	2	2	0	0	4	0	0	0	2	0	0	0	2	28	1	2	0	0	4	0	6	2
miR-3131	0	1	1	0	0	0	3	2	0	2	1	1	0	0	1	43	1	2	0	3	1	0	9	1
miR-3132	0	0	0	4	2	0	2	3	3	0	1	0	0	0	0	66	0	1	0	8	1	0	8	11
miR-3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0
miR-3134	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	6	0	1	0	0	1	0	0	2
miR-3135a	0	15	19	19	6	0	30	44	6	28	34	9	1	0	31	1603	13	27	12	21	85	0	144	4
miR-3135b	28	207	253	399	508	271	894	292	2186	271	398	239	22	18	447	7692	299	186	375	969	36660	14	6021	492
miR-3136-5p	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	10	0	0	0	0	4	0	0	0
miR-3137	0	0	0	0	1	0	2	1	0	1	1	0	0	0	1	32	3	1	0	0	2	0	0	0
miR-3138	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	14	0	0	0	0	1	0	1	0
miR-3139	0	0	0	2	0	0	1	14	14	1	0	1	0	0	0	32	2	0	1	0	2	0	104	291
miR-3140-3p	0	2	3	3	4	0	6	67	62	5	0	8	0	0	1	59	2	4	3	3	3	0	101	125
miR-3140-5p	1	3	2	5	6	0	4	61	61	1	2	4	0	0	0	36	2	1	4	4	2	0	118	129
miR-3141	0	92	59	66	54	0	25	855	96	66	69	76	0	0	45	888	73	30	79	2190	65	0	487	200
miR-3142	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1
miR-3143	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
miR-3144-3p	0	0	0	0	1	0	1	6	5	0	0	0	0	0	0	6	0	0	0	1	0	0	17	25
miR-3144-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	1	0	0	0
miR-3145-3p	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	4	0	0	0	2	2	0	3	1
miR-3145-5p	0	0	0	0	4	0	1	3	3	0	0	0	0	0	0	14	0	0	0	2	1	0	13	12
miR-3146	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	22	0	1	0	0	1	0	0	0
miR-3147	0	4	2	1	2	0	8	9	0	2	4	1	0	0	6	150	1	5	1	16	9	0	13	16
miR-3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	0	2	0	1	0
miR-3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0
miR-3150b-5p	0	0	2	3	0	0	0	13	11	2	1	0	0	0	1	44	1	1	1	1	3	0	22	26
miR-3151-3p	0	8	16	6	7	1	27	82	49	6	12	4	0	0	7	354	4	5	10	14	22	0	170	215
miR-3151-5p	0	0	3	2	2	0	2	23	10	1	2	1	0	0	2	43	2	2	2	7	4	0	23	65
miR-3152-3p	0	1	0	0	2	0	0	16	11	0	0	0	0	0	0	8	0	1	1	1	0	0	25	30
miR-3152-5p	0	0	1	0	3	0	1	23	29	0	0	0	0	0	2	18	0	0	1	2	1	0	47	26
miR-3153	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	8	0	0	1	8	0	0	0	1
miR-3154	0	5	4	2	2	0	3	11	2	6	2	0	0	0	5	60	2	0	1	79	11	0	28	6
miR-3155a	0	2	1	0	0	0	3	6	6	2	1	0	0	0	3	66	6	3	2	6	6	0	21	22
miR-3155b	1	0	1	2	1	1	1	14	14	2	1	0	0	0	3	118	0	0	2	1	11	0	25	51
miR-3156-5p	0	1	0	1	1	1	3	6	0	0	0	0	0	0	1	75	0	2	0	1	1	0	3	2
miR-3157-3p	0	0	1	0	0	0	2	1	3	0	2	0	0	0	2	20	0	1	3	0	3	0	2	2
miR-3157-5p	0	0	0	0	2	0	2	5	9	0	1	0	0	0	1	29	1	1	0	0	1	0	21	56
miR-3158-5p	1	1	4	2	1	0	6	116	6	1	0	2	0	0	3	82	0	0	3	1	11	0	13	8
miR-3159	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	86	0	0	1	0	2	0	1	4
miR-31-5p	3	1374	4776	42	21	267	18716	8	3	2156	3539	30	23	26	15157	35	7636	1252	51	103	35856	23	24	16
miR-3161	0	1	1	0	1	0	1	13	10	0	0	2	0	0	0	13	0	1	1	0	2	0	19	11
miR-3162-5p	0	0	3	1	0	0	0	22	1	4	1	2	0	0	1	111	0	0	4	43	3	0	207	18
miR-3163	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
miR-3164	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	1	0	1	0
miR-3165	0	0	0	2	0	0	0	5	1	1	1	0	0	1	0	13	0	2	1	0	1	0	4	4
miR-3166	0	1	0	1	0	0	1	3	3	1	1	0	0	0	2	40	0	2	3	0	3	0	7	8
miR-3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
miR-3169	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	9	0	1	0	1	1	0	9	29
miR-3170	0	0	2	0	1	0	2	7	6	0	0	0	0	0	0	22	0	0	1	1	1	0	13	7
miR-3171	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
miR-3173-3p	0	16	13	6	13	0	14	123	35	7	7	4	0	0	6	84	14	2	19	33	1	0	140	304
miR-3173-5p	0	13	16	13	9	0	14	103	37	5	7	11	0	0	9	77	14	2	20	29	3	0	93	247
miR-3174	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	14	0	1	0	0	0	0	1	0
miR-3175	0	2	7	0	0	0	11	10	3	6	4	1	0	0	16	38	0	0	4	20	8	0	64	2
miR-3176	0	0	4	0	1	2	4	6	3	1	3	0	0	0	2	236	74	2	0	1	105	0	11	5
miR-3177-3p	0	1	0	2	0	0	2	3	2	3	0	0	0	0	2	39	0	0	3	0	5	0	5	10
miR-3177-5p	0	0	0	0	0	0	2	0	2	0	1	0	1	0	2	18	0	0	3	1	7	0	6	3
miR-3178	66	899	2768	397	366	57	1379	1455	465	2286	2588	395	15	7	7066	44676	792	1317	755	1157	4685	31	158450	626
miR-3179	0	0	0	0	0	0	1	2	3	0	0	0	0	0	1	41	0	3	0	0	2	0	7	3
miR-3180	0	1	0	3	2	0	2	12	0	1	3	0	0	0	1	75	3	1	3	10	3	0	16	19
miR-3180-3p	0	1	3	4	15	0	4	41	6	5	5	10	0	0	10	210	5	2	9	50	7	0	200	12
miR-3182	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	22	0	2	4
miR-3183	0	2	3	2	1	0	1	25	13	2	1	6	0	0	4	101	0	1	1	5	3	0	235	1013
miR-3184-3p	1	10	14	20	31	0	7	192	143	17	6	22	0	1	7	148	12	13	24	29	5	0	237	328
miR-3185	0	0	1	1	0	0	1	6	0	0	2	0	0	0	2	49	0	1	1	12	4	0	11	2
miR-3186-3p	0	0	0	0	0	0	0	7	6	0	1	1	0	0	0	23	0	0	0	0	1	0	4	4
miR-3186-5p	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	53	0	1	4	1	4	0	2	1
miR-3187-3p	0	1	1	0	0	0	0	0	0	1	2	1	0	0	4	60	0	1	3	8	3	0	4	2
miR-3187-5p	0	1	6	64	1	0	3	3	0	4	5	1	0	0	4	284	4	3	2	9	14	0	13	5
miR-3188	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	15	0	1	1	2	4	0	0	1
miR-3189-3p	0	0	0	0	0	0	0	1	1	1	2	0	0	0	2	31	2	2	1	1	3	0	1	3
miR-3189-5p	0	0	0	0	0	0	0	6	0	0	2	0	0	0	1	67	1	0	2	0	3	0	8	10
miR-3191-3p	0	0	0	1	0	0	1	3	1	0	2	0	0	0	1	46	0	0	2	0	2	0	10	5
miR-3191-5p	0	0	0	0	1	0	3	2	1	0	2	0	0	0	0	35	0	1	2	0	3	0	7	6
miR-3192-3p	0	0	0	1	1	0	4	5	1	1	5	2	0	0	6	51	2	4	3	2	10	0	5	10
miR-3192-5p	0	0	2	0	0	0	2	0	0	2	5	1	0	0	4	31	1	0	1	1	1	0	1	0
miR-3193	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	14	0	0	0	0	3	0	0	0
miR-3194-3p	1	4	5	5	3	0	2	21	24	3	6	2	0	0	8	155	3	1	9	8	13	0	63	98
miR-3197	14	2521	2052	342	217	23	1556	336	126	3847	4475	281	4	6	1892	32165	1597	1966	788	828	2704	3	8895	23
miR-3198	0	2	4	1	0	0	6	1	5	1	2	1	0	0	4	103	3	3	2	6	7	0	7	8
miR-3199	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	15	0	0	0	0	4	0	1	0
miR-3200-3p	0	2	2	1	2	0	6	15	6	1	4	6	0	0	6	27	5	0	5	2	8	0	17	38
miR-3200-5p	0	1	2	2	0	1	1	0	4	0	0	0	0	0	1	34	0	2	1	0	1	0	4	2
miR-3201	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
miR-3202	0	0	0	0	0	0	1	10	2	0	1	0	0	0	0	20	0	1	0	1	1	0	13	4
miR-320a	4	185	262	10	4	11	961	68	809	234	281	20	1	1	757	76	600	126	37	10	1346	0	282	10
miR-320b	1	117	176	2	8	4	695	39	549	159	212	16	1	1	568	48	392	85	20	11	846	0	201	7
miR-320c	2	100	210	7	4	11	710	53	541	150	190	10	2	0	564	26	411	86	19	12	814	0	169	10
miR-320d	2	79	181	5	2	9	593	63	400	148	165	8	1	1	512	30	299	91	16	16	904	0	114	7
miR-320e	0	55	110	4	0	5	378	34	86	61	103	6	0	0	322	19	200	41	11	6	672	1	64	19
miR-323a-3p	0	2	2	1	4	1	5	3	10	0	2	0	0	0	3	29	2	1	2	2	18	0	3	16
miR-323a-5p	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	24	0	0	0	2	1	0	0	1
miR-323b-3p	0	0	0	2	1	0	3	2	13	1	1	1	0	0	1	46	1	1	0	0	3	0	2	12
miR-323b-5p	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	20	0	0	0	0	0	0	3	1
miR-32-3p	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
miR-324-3p	0	20	53	4	4	5	171	18	23	45	69	3	0	0	142	254	54	21	8	6	545	0	16	16
miR-324-5p	1	13	30	3	0	1	130	0	12	23	37	2	0	2	99	22	33	12	2	2	314	1	1	5
miR-325	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	21	0	0	1	0	2	0	1	1
miR-32-5p	0	18	49	0	0	6	226	0	2	10	18	1	0	0	153	5	49	3	1	0	222	0	2	0
miR-326	0	1	3	4	14	0	4	18	177	5	10	4	0	0	1	189	3	1	5	1	54	0	41	42
miR-328-3p	1	1	6	1	4	0	7	5	162	6	7	2	0	0	13	201	4	3	9	2	23	0	15	17
miR-329-3p	0	1	2	1	1	0	2	1	6	2	5	3	0	0	5	33	1	0	2	2	14	0	6	5
miR-329-5p	0	1	0	0	1	0	0	2	0	2	0	1	0	0	1	68	1	3	2	1	3	0	1	1
miR-330-3p	0	3	2	4	3	0	11	44	24	5	7	0	0	0	10	135	5	3	3	2	58	0	84	213
miR-330-5p	0	1	2	0	0	0	8	2	3	1	5	0	0	0	7	26	5	0	1	0	56	0	3	0
miR-331-3p	0	30	68	1	5	1	197	1	27	28	40	3	0	3	145	9	80	14	6	7	363	0	3	7
miR-331-5p	0	0	3	1	0	1	14	0	1	5	3	0	0	0	13	11	5	4	0	17	20	0	2	2
miR-335-3p	0	0	1	2	6	0	1	26	36	2	0	1	0	0	0	32	0	2	4	1	1	0	39	43
miR-335-5p	0	55	96	27	42	1	387	32	306	55	86	35	0	1	316	35	187	41	70	91	75	1	50	48
miR-337-3p	0	0	0	0	0	0	0	5	4	1	0	0	0	0	0	12	0	0	0	1	0	0	4	8
miR-337-5p	0	0	0	0	2	0	0	4	9	0	0	2	0	0	1	41	1	2	2	0	34	0	13	4
miR-338-3p	0	0	0	2	3	0	2	5	16	1	0	3	0	0	2	29	2	1	5	7	1	0	8	8
miR-339-3p	0	0	2	1	0	0	3	31	26	2	1	0	0	0	7	165	2	2	1	1	10	2	556	2726
miR-339-5p	0	21	28	9	21	3	98	7	190	40	43	9	0	0	104	364	23	11	19	11	88	0	17	28
miR-33a-3p	0	5	4	3	0	1	11	7	10	3	4	3	0	0	8	28	4	0	5	4	116	0	13	32
miR-33a-5p	0	29	74	8	1	10	278	6	36	53	58	14	2	2	212	19	140	29	18	20	1151	1	1	1
miR-33b-3p	0	1	0	2	0	1	5	13	7	4	2	1	0	0	6	253	2	4	3	2	20	1	12	18
miR-33b-5p	0	21	57	1	1	2	121	24	19	43	45	0	0	0	110	12	59	15	7	1	245	0	62	105
miR-340-3p	0	0	1	0	0	0	2	1	0	0	1	0	0	0	1	11	0	0	0	0	11	0	3	5
miR-340-5p	0	0	5	0	0	0	30	3	7	3	6	3	0	0	15	2	7	1	0	0	26	0	0	4
miR-342-3p	1	38	85	13	9	2	317	3	39	53	62	15	0	1	256	22	264	26	15	28	269	0	12	6
miR-342-5p	0	2	0	0	1	0	2	0	3	0	1	0	0	0	5	6	3	1	0	0	9	0	0	2
miR-345-3p	0	1	1	1	1	0	3	12	11	1	1	3	0	0	1	58	0	2	1	2	3	0	20	12
miR-345-5p	0	9	41	0	1	1	81	10	13	30	32	2	1	0	92	107	51	17	2	2	208	0	12	25
miR-346	0	0	4	2	2	0	2	9	2	3	10	0	0	0	3	171	1	3	3	2	10	0	9	15
miR-34a-3p	0	4	2	1	0	1	14	3	2	5	3	0	0	0	17	19	4	5	2	0	183	0	2	6
miR-34a-5p	0	40	122	2	0	48	291	12	16	60	111	1	10	4	272	46	107	30	11	5	5568	7	5	2
miR-34b-3p	0	1	6	1	5	0	7	58	32	3	4	2	0	0	9	71	0	4	3	13	15	0	72	128
miR-34b-5p	0	2	3	0	0	1	17	11	9	2	1	0	0	0	3	16	1	1	1	2	27	0	10	19
miR-34c-3p	0	1	0	0	0	0	7	2	2	3	3	0	0	0	6	51	0	3	1	2	17	0	10	6
miR-34c-5p	0	5	10	1	2	1	31	20	9	12	18	1	0	0	32	36	12	7	4	0	128	0	22	51
miR-3605-3p	0	1	2	0	0	0	3	3	1	1	0	0	0	0	3	18	2	0	0	0	1	0	12	3
miR-3605-5p	0	0	1	0	0	0	2	3	2	2	1	0	0	0	1	27	2	0	2	7	9	0	2	4
miR-3606-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	1	0	1	3
miR-3606-5p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-3607-3p	0	38	6	2	1	0	19	1	2	6	3	0	0	0	9	24	7	0	2	1	79	0	5	7
miR-3607-5p	0	135	42	1	0	4	136	2	0	13	34	3	0	0	94	48	106	6	0	3	919	2	1	0
miR-3609	0	36	20	2	0	1	111	0	1	8	15	1	0	0	85	32	46	4	1	0	526	3	1	1
miR-3610	0	9	15	1	3	0	11	52	23	7	3	7	0	0	16	74	6	2	3	16	46	0	228	252
miR-3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
miR-3612	0	0	2	2	0	0	1	31	20	0	1	3	0	0	1	36	2	1	3	1	1	0	42	35
miR-3613-3p	0	3	5	1	3	0	3	50	45	3	0	4	0	0	5	29	8	1	4	7	4	0	31	91
miR-3613-5p	0	0	1	5	8	0	0	62	55	2	1	3	0	0	3	23	1	2	3	4	0	0	46	103
miR-361-3p	0	8	24	1	2	2	80	0	2	7	19	1	0	0	87	28	17	7	0	2	89	0	7	2
miR-3614-3p	0	0	1	0	0	0	3	1	0	0	1	0	0	0	3	20	1	1	0	0	1	0	0	0
miR-3614-5p	0	0	0	1	0	0	3	2	2	0	1	0	0	0	1	40	0	1	1	1	2	0	4	4
miR-3615	2	0	3	5	6	2	11	73	58	10	8	7	0	0	10	155	3	4	10	7	21	0	134	144
miR-361-5p	1	37	82	5	6	7	310	11	57	43	75	2	2	0	259	6	182	37	6	8	552	0	3	6
miR-3616-3p	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	36	1	1	0	1	4	0	1	1
miR-3616-5p	0	1	0	0	1	0	0	18	7	0	1	0	0	0	0	49	0	2	1	0	1	0	34	133
miR-3617-3p	0	0	4	0	1	0	2	2	3	2	5	2	0	0	3	42	3	1	5	0	9	0	7	7
miR-3617-5p	0	2	2	0	0	0	0	1	1	2	3	1	0	0	3	18	2	0	0	0	2	0	3	1
miR-3618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2
miR-3619-3p	0	3	2	0	0	0	7	4	0	6	12	2	0	0	5	329	2	5	3	2	21	0	3	10
miR-3619-5p	0	4	3	3	1	0	3	7	6	0	7	1	0	0	3	173	4	0	3	0	17	0	17	18
miR-3620-3p	0	2	1	6	3	0	29	20	17	8	7	1	0	0	10	427	3	3	9	3	23	0	54	60
miR-3622b-3p	0	2	3	5	2	0	4	168	66	7	7	3	0	0	4	222	4	4	8	2	14	0	85	139
miR-362-3p	0	10	37	0	1	4	85	7	22	16	20	3	0	0	61	12	44	13	0	1	274	0	10	11
miR-362-5p	0	2	6	2	0	1	27	6	12	3	1	2	0	0	35	23	18	0	0	2	97	0	21	14
miR-363-3p	2	29	133	0	0	0	465	1	43	79	112	1	0	1	428	17	130	58	1	1	4	0	1	3
miR-363-5p	0	0	0	0	1	0	1	1	2	1	2	0	0	0	3	43	0	0	1	0	1	0	2	3
miR-3646	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	33	4	1	0	1	0	0	1	0
miR-3648	0	65	78	23	12	5	59	618	23	68	196	30	2	1	165	3751	30	24	29	31	395	0	422	55
miR-3649	0	0	0	0	1	0	0	9	3	0	0	0	0	0	0	10	0	0	0	0	0	0	19	13
miR-3650	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	1	1	0	3	0	0	1
miR-3652	0	12	19	4	1	0	17	227	6	11	20	4	0	0	17	765	9	7	7	8	26	0	154	17
miR-3653	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	11	0	0	0
miR-3654	0	1	4	3	1	2	15	9	6	10	9	1	1	0	13	185	7	7	5	0	189	1	20	13
miR-3655	0	0	2	1	0	0	1	3	0	0	3	0	0	0	6	23	2	0	2	1	7	0	0	0
miR-3656	7	148	124	57	45	2	33	266	43	153	214	75	1	1	109	13258	533	100	74	402	577	0	3124	40
miR-3657	0	0	1	0	0	0	2	1	0	0	0	0	0	0	1	5	0	0	1	0	3	0	1	0
miR-3658	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1	2	0	2	2
miR-3659	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	16	0	0	1	0	7	0	0	0
miR-365a-3p	0	101	157	16	4	4	710	13	1	70	116	31	1	0	422	11	249	32	42	43	642	1	6	7
miR-365a-5p	0	0	1	0	0	0	0	0	1	2	1	1	0	0	1	48	0	3	1	1	7	0	1	0
miR-365b-5p	0	5	3	1	0	0	6	3	1	4	3	1	0	0	3	78	0	1	0	2	2	0	12	10
miR-3660	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	8	0	1	0	0	0	0	0	0
miR-3661	0	0	1	1	0	0	0	3	1	1	7	1	0	0	10	125	0	6	1	1	6	0	2	3
miR-3662	0	2	3	1	5	0	7	0	2	2	5	1	0	0	5	37	0	1	1	1	5	0	1	1
miR-3663-5p	0	10	4	4	3	0	11	11	4	7	10	2	0	0	16	589	10	9	12	39	33	0	22	11
miR-3664-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	1	0	1	0	0	0
miR-3665	7	246	258	143	127	7	144	462	295	253	328	100	19	20	456	142053	1217	169	269	163	703	17	72301	189
miR-3666	0	0	1	2	1	0	1	4	1	1	3	1	0	0	2	43	0	2	0	0	10	0	0	1
miR-3667-3p	0	3	1	0	2	0	1	12	10	1	0	1	0	0	0	37	1	0	2	2	3	0	27	15
miR-3667-5p	0	0	1	1	0	0	2	22	21	1	0	1	0	0	2	17	0	0	1	2	1	0	22	33
miR-3668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
miR-3669	0	1	2	0	0	0	2	0	0	0	0	1	0	0	4	73	3	0	2	1	2	0	0	0
miR-3670	0	0	0	1	1	0	0	1	0	2	3	0	0	0	1	56	0	1	2	0	1	0	3	11
miR-3671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	1	0	1	0
miR-3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	1	0	0	1	0
miR-3673	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	1
miR-367-3p	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	12	1	0	0	0	1	0	1	0
miR-3674	0	14	60	21	25	1	67	14	8	78	100	23	0	2	125	2301	33	56	39	21	129	0	7	3
miR-3675-3p	0	0	1	2	1	0	7	3	1	3	8	2	0	0	4	176	2	1	3	4	7	0	2	2
miR-3675-5p	0	0	0	0	2	0	1	0	0	3	4	0	0	0	2	23	0	0	0	0	0	0	0	0
miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1
miR-3677-5p	0	0	2	1	0	0	3	3	5	2	6	1	0	0	3	170	1	2	8	0	7	0	16	142
miR-3678-3p	0	0	0	1	0	0	4	1	1	1	3	1	0	0	1	31	1	2	1	0	5	0	5	9
miR-3679-3p	0	0	2	0	0	0	2	2	1	1	1	1	0	0	2	28	0	0	1	0	6	0	3	3
miR-3679-5p	0	3	1	0	0	0	1	43	6	1	1	1	0	0	2	14	0	1	0	21	5	0	6	1
miR-3680-3p	0	3	0	1	0	0	0	0	0	1	0	0	0	0	3	36	2	1	1	1	1	0	0	0
miR-3680-5p	0	1	0	0	1	0	1	0	0	1	1	0	0	0	1	83	1	1	0	0	9	0	2	0
miR-3681-5p	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	2	0
miR-3682-3p	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	19	0	0	1	0	6	0	8	4
miR-3682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	2	0
miR-3683	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	30	0	1	0	1	1	0	0	0
miR-3684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	1
miR-3685	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	6	0	0	2	1	2	0	0	0
miR-3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0
miR-3687	5	3687	827	58	6	2	1842	38	7	312	740	82	1	1	1914	5156	124	135	66	75	765	0	60	17
miR-3688-5p	0	0	0	0	1	0	2	1	1	1	0	0	0	0	0	15	0	0	0	1	2	0	2	4
miR-3689a-3p	0	0	3	4	3	0	0	1	2	11	13	2	0	0	7	421	8	14	9	1	23	0	3	0
miR-3689a-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	93	1	4	2	0	7	0	1	1
miR-3689b-3p	0	0	0	2	1	0	0	1	2	0	0	3	0	0	2	116	2	5	5	2	9	0	16	0
miR-3689d	0	0	0	1	2	0	0	4	4	0	1	1	0	0	0	45	0	3	2	0	1	0	28	28
miR-3689f	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	94	2	4	0	0	3	0	0	0
miR-3690	0	0	1	2	3	1	1	5	3	7	5	1	0	0	1	327	2	5	4	2	19	0	7	3
miR-3691-3p	0	2	1	1	0	0	0	3	3	0	1	1	0	0	0	31	0	1	2	2	1	0	11	11
miR-3691-5p	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1	15	0	1	0	0	2	0	0	7
miR-3692-3p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	31	0	2	1	0	1	0	0	4
miR-3692-5p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	19	0	1	0	0	4	0	1	1
