Probeset WT-miRNA - Sample ID:	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
miR-654-5p	0	31	58	51	81	1	12	49	13	32	38	65	0	0	33	79	31	16	106	349	25	0	4	1
miR-655-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	1
miR-655-5p	0	0	1	0	1	0	0	4	6	0	0	0	0	0	0	19	0	1	0	0	1	0	8	4
miR-656-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1
miR-656-5p	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	43	0	1	1	0	3	0	0	1
miR-657	0	0	1	1	0	0	1	1	0	1	0	1	0	0	2	66	0	2	0	0	2	0	5	2
miR-658	0	0	0	0	0	0	0	8	5	0	2	1	0	0	0	24	0	1	3	2	2	0	16	31
miR-660-3p	0	0	1	0	1	1	6	2	1	3	3	0	0	0	9	17	3	2	1	0	44	0	3	1
miR-660-5p	0	16	37	7	3	2	124	3	67	36	39	7	0	1	116	24	81	12	14	8	402	0	2	2
miR-661	0	0	2	0	1	0	3	5	2	0	2	0	0	0	1	142	0	3	1	2	5	0	7	7
miR-662	1	2	1	0	1	0	0	24	33	1	3	0	0	0	0	47	0	1	2	0	4	0	45	68
miR-663a	25	1727	2591	2115	2233	9	1302	2856	3564	2863	3102	2529	7	13	2319	56705	849	1779	4213	4087	1163	8	60584	696
miR-663b	0	199	72	24	6	2	111	21	9	44	76	21	0	0	103	1592	31	31	20	8	201	0	62	117
miR-664a-3p	0	6	11	0	0	1	106	1	11	10	14	1	0	0	59	23	10	2	1	1	101	0	2	0
miR-664a-5p	0	3	11	2	0	0	119	1	1	6	8	0	0	0	32	24	8	2	0	0	55	0	1	4
miR-664b-3p	0	15	25	1	1	2	199	3	1	25	39	0	0	0	103	65	4	6	0	0	128	0	3	2
miR-664b-5p	0	19	18	1	0	0	140	0	1	20	37	2	0	0	87	34	16	6	0	0	90	1	1	0
miR-668-3p	0	0	0	1	0	0	0	1	1	0	2	0	0	0	2	32	0	1	1	0	1	0	1	3
miR-668-5p	0	0	0	1	0	0	0	5	3	0	3	1	0	0	3	51	1	0	0	3	5	0	6	5
miR-670-3p	0	0	0	1	0	0	0	12	8	0	0	0	0	0	1	7	0	0	2	0	0	0	22	33
miR-670-5p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	41	0	2	2	1	2	0	0	2
miR-671-3p	0	0	2	1	0	0	2	2	3	2	3	0	0	0	7	55	1	3	1	0	13	0	7	10
miR-6715b-3p	0	0	1	0	0	0	0	16	13	0	1	0	0	0	1	24	2	0	1	0	6	0	29	61
miR-671-5p	0	6	5	0	0	0	8	5	3	4	3	0	0	0	7	52	1	4	1	3	4	0	143	601
miR-6716-3p	0	0	1	1	0	0	1	4	3	0	0	1	0	0	0	43	3	0	1	1	0	0	22	22
miR-6716-5p	0	2	4	4	1	0	4	22	0	3	2	2	0	0	1	51	2	0	4	66	4	0	24	4
miR-6717-5p	0	0	0	0	0	0	0	2	0	2	1	1	0	0	1	15	0	2	1	7	5	0	1	0
miR-6718-5p	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	7	1	1	2	0	1	0	3	7
miR-6719-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	1	0	0	0
miR-6720-3p	0	0	0	0	0	0	2	2	3	1	0	0	0	0	1	23	0	0	0	0	1	0	5	8
miR-6720-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1	1	0	2	2
miR-6721-5p	0	0	2	0	1	0	1	0	0	0	1	0	0	0	0	23	1	1	1	0	1	0	4	4
miR-6722-3p	0	7	9	14	8	0	7	19	8	14	21	5	0	1	18	926	15	9	15	8	44	0	57	55
miR-6722-5p	0	0	1	0	0	0	1	2	2	0	4	0	0	0	1	59	3	2	4	1	0	0	8	17
miR-6723-5p	0	8	50	10	5	1	8	36	94	12	23	7	0	0	93	124	8	8	10	7	64	0	3	12
miR-6724-5p	0	16	32	11	12	0	36	143	20	36	41	7	2	1	96	4053	108	17	19	26	49	1	2520	3169
miR-6726-3p	0	1	1	0	0	0	0	7	2	2	4	0	0	0	1	131	4	1	0	1	15	0	6	10
miR-6726-5p	0	6	97	1	0	0	5	17	9	5	6	133	0	0	149	467	2	3	3	74	19	0	36	12
miR-6727-3p	0	3	6	4	4	0	66	47	17	4	10	2	0	0	5	263	10	8	12	6	24	0	60	116
miR-6727-5p	0	187	206	148	31	2	22	87	137	135	187	123	1	1	124	2611	85	89	168	62	237	0	1518	36
miR-6728-3p	0	0	1	0	1	0	1	3	4	1	7	1	0	0	5	136	2	3	3	2	7	0	12	12
miR-6728-5p	0	1	0	3	1	0	1	37	0	0	1	0	0	0	2	17	0	0	0	6	0	0	5	0
miR-6729-3p	0	5	0	2	0	0	53	12	6	1	3	0	0	0	3	128	0	3	3	0	12	0	18	29
miR-6729-5p	8	65	144	78	41	1	38	606	1009	167	171	81	1	4	165	21238	196	122	490	147	98	1	8514	407
miR-6730-3p	0	19	20	9	16	1	15	98	41	12	19	8	0	0	20	455	5	6	17	37	21	0	167	288
miR-6730-5p	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	26	0	1	0	2	2	0	5	1
miR-6731-3p	0	0	0	0	2	0	1	11	4	1	3	1	0	0	0	37	0	2	3	0	4	0	10	15
miR-6731-5p	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	22	0	2	1	1	1	0	3	2
miR-6732-3p	1	3	7	6	6	0	50	72	34	7	3	7	0	0	41	129	9	9	17	16	22	11	119373	390
miR-6732-5p	0	1	2	1	2	0	8	80	9	4	4	3	0	0	11	241	4	3	3	97	6	0	108	79
miR-6733-3p	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	13	0	0	1	0	1	0	6	1
miR-6733-5p	0	2	0	0	0	0	1	1	0	1	0	0	0	0	0	12	1	1	0	0	0	0	1	3
miR-6734-3p	0	3	1	0	1	0	5	13	20	3	7	2	0	0	7	101	1	3	0	0	10	0	22	7
miR-6734-5p	0	0	2	0	0	0	3	2	0	1	0	8	0	0	3	40	0	1	1	30	4	0	3	5
miR-6735-3p	0	0	0	0	0	0	3	1	0	1	2	0	0	0	1	74	2	0	1	2	6	0	6	12
miR-6735-5p	0	4	7	2	3	0	8	18	2	4	7	2	0	0	9	180	4	3	4	4	8	0	7	9
miR-6736-3p	0	0	0	2	1	0	2	5	6	1	4	2	0	0	0	46	0	2	2	0	2	0	17	10
miR-6736-5p	0	0	0	0	0	0	3	1	1	3	3	1	0	0	1	80	1	3	0	1	4	0	3	12
miR-6737-3p	0	0	2	0	0	0	0	2	0	0	1	1	0	0	1	26	1	0	0	1	7	0	3	5
miR-6737-5p	0	0	1	1	0	0	3	12	2	1	2	0	0	0	2	108	0	0	0	3	1	0	5	2
miR-6738-3p	0	0	0	0	0	0	0	3	5	2	4	0	0	0	3	66	1	3	4	0	1	0	11	11
miR-6738-5p	0	6	18	5	4	1	2	151	6	7	9	4	0	0	2	135	3	3	10	244	6	0	94	90
miR-6739-3p	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	20	3	0	0	0	2	0	0	0
miR-6739-5p	0	0	0	0	4	0	0	16	22	0	2	2	0	0	1	19	0	0	2	0	0	0	33	32
miR-6740-3p	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	44	1	0	0	0	0	0	3	2
miR-6740-5p	0	0	1	2	0	0	4	6	2	1	2	0	0	0	3	49	0	1	1	0	5	0	3	4
miR-6741-3p	0	1	0	0	0	0	2	2	5	0	2	0	0	0	1	48	0	2	4	2	2	0	12	27
miR-6741-5p	2	1229	6793	165	38	5	6043	215	30	2358	3753	67	3	4	5532	3407	378	872	105	30	334	0	458	36
miR-6742-3p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	1	0	8	5
miR-6742-5p	1	0	0	1	3	0	3	47	35	0	1	2	0	0	2	58	0	5	3	3	7	0	66	101
miR-6743-3p	0	5	9	5	6	0	28	49	25	9	9	10	0	2	9	395	4	15	13	14	18	0	87	161
miR-6744-3p	0	0	0	1	0	0	2	5	1	1	2	2	0	0	0	50	1	0	1	0	7	0	6	17
miR-6744-5p	0	0	2	1	1	0	1	4	3	1	1	0	0	0	3	37	1	0	0	4	1	0	30	14
miR-6745	0	0	0	0	0	0	1	4	3	1	0	0	0	0	1	18	0	0	0	39	0	0	6	3
miR-6746-3p	0	15	17	22	18	0	12	135	81	4	13	11	0	0	13	259	5	8	17	44	17	1	186	372
miR-6746-5p	0	13	20	5	29	2	21	3103	9	22	25	9	0	0	20	581	8	10	6	1040	43	0	514	11
miR-6747-3p	0	2	3	1	1	0	7	4	2	2	7	2	0	0	7	127	2	4	4	1	13	0	7	15
miR-6747-5p	0	1	2	0	1	0	3	4	2	4	1	1	0	0	2	38	1	0	0	27	4	0	12	3
miR-6748-3p	0	0	1	1	1	0	0	5	5	2	3	0	0	0	2	16	0	1	2	1	5	0	11	11
miR-6748-5p	0	0	0	0	1	0	2	3	0	2	1	1	0	0	1	20	0	0	1	1	1	0	3	3
miR-6749-3p	0	14	18	13	9	1	589	38	15	49	55	11	0	0	60	2242	22	27	28	16	142	0	104	51
miR-6749-5p	0	5	12	12	13	0	11	35	11	10	19	10	0	0	30	730	5	7	10	47	35	0	111	103
miR-6750-3p	0	0	0	1	1	0	2	4	5	0	2	0	0	0	1	59	2	4	1	2	8	0	11	6
miR-6750-5p	0	0	0	0	1	0	1	4	1	0	0	0	0	0	1	33	0	1	0	1	0	0	19	192
miR-6751-3p	0	0	2	4	2	1	3	12	5	3	3	1	0	0	3	61	0	3	6	6	4	0	25	31
miR-6751-5p	0	0	0	2	1	0	0	2	0	1	3	1	0	0	1	58	0	1	2	1	2	0	2	2
miR-6752-5p	9	24052	4696	1058	266	7	111	728	28	3525	4497	235	1	2	2652	1050	1070	3952	598	861	611	1	237	43
miR-6753-3p	0	0	1	0	1	0	1	1	3	2	2	0	0	0	0	56	2	0	2	1	3	0	2	1
miR-6753-5p	0	4	11	5	2	0	9	25	13	10	11	7	0	0	13	465	3	0	5	5	37	0	70	59
miR-675-3p	0	0	2	0	0	0	1	3	0	0	1	0	0	0	0	17	0	0	0	0	29	0	3	6
miR-6754-3p	0	0	0	0	0	0	1	2	1	0	2	0	0	0	2	49	0	2	2	1	4	0	2	1
miR-6754-5p	0	3	4	1	2	0	6	18	0	3	3	0	0	0	10	116	4	2	2	5	11	0	102	4
miR-6755-3p	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	10	1	1	1	0	0	0	0	0
miR-6755-5p	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0
miR-675-5p	0	0	0	0	0	0	0	2	1	2	0	0	0	0	2	53	0	0	1	0	8	0	5	6
miR-6756-3p	0	23	27	29	14	4	2508	97	64	34	38	19	0	0	44	1265	26	17	28	40	76	0	2063	239
miR-6756-5p	1	21	50	97	86	3	12	3497	2	26	49	53	0	0	22	714	21	16	89	322	15	0	391	31
miR-6757-3p	0	0	0	1	1	1	1	3	3	0	1	0	0	0	1	19	0	0	1	2	2	0	2	7
miR-6757-5p	0	1	2	0	1	0	0	4	1	1	0	0	0	0	0	39	0	1	1	3	6	0	11	10
miR-6758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0	3	1	2	0	9	3
miR-6758-5p	0	2	1	0	0	0	2	0	0	1	1	0	0	1	3	27	1	0	0	1	1	0	4	0
miR-6759-3p	0	2	2	2	0	0	1	0	0	2	7	1	0	0	2	74	2	3	1	0	6	0	5	5
miR-6759-5p	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	22	0	1	0	0	3	0	3	2
miR-6760-3p	0	2	5	2	4	0	4	23	28	9	5	0	0	0	6	197	6	3	7	2	12	0	38	43
miR-6760-5p	0	1	1	0	2	0	11	15	8	6	4	2	0	0	11	94	18	6	4	30	8	0	27	16
miR-6761-3p	0	0	1	2	0	0	1	4	0	4	3	0	0	0	2	114	1	1	3	0	7	0	1	3
miR-6761-5p	0	0	0	0	2	0	0	4	8	0	1	0	0	0	0	39	0	0	0	0	1	0	4	6
miR-6762-3p	0	2	0	0	0	0	0	1	0	1	3	0	0	0	1	75	0	1	0	1	3	0	2	2
miR-6763-3p	0	23	22	22	28	2	3058	109	100	31	49	12	0	1	29	2052	27	29	31	25	96	0	321	222
miR-6763-5p	0	43	37	19	12	0	33	241	35	42	50	26	1	1	106	1003	51	28	67	68	91	0	596	131
miR-676-3p	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	18	1	0	0	1	1	0	3	1
miR-6764-3p	0	1	1	1	0	0	2	1	0	0	4	0	0	0	0	16	0	0	0	2	2	0	1	1
miR-6764-5p	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	32	1	2	2	1	10	0	0	1
miR-6765-5p	0	1	4	4	3	0	5	11	1	5	4	1	0	0	7	153	7	5	4	13	4	0	32	14
miR-676-5p	0	0	0	1	0	0	0	2	0	0	1	1	0	0	1	34	0	0	0	0	0	0	3	4
miR-6766-3p	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	14	0	0	0	0	4	0	0	0
miR-6766-5p	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	22	0	1	0	0	3	0	3	0
miR-6767-3p	0	0	1	1	0	0	0	9	6	1	0	1	0	0	0	51	0	0	3	0	2	0	26	31
miR-6767-5p	0	0	1	1	1	0	1	6	5	0	1	0	0	0	0	46	0	0	1	0	1	0	5	6
miR-6768-3p	0	0	0	0	0	0	1	2	4	0	2	1	0	0	4	21	0	1	1	0	5	0	5	8
miR-6768-5p	0	1	2	2	0	0	3	5	9	2	4	1	0	0	2	90	0	2	0	1	2	0	12	10
miR-6769a-3p	0	6	3	2	4	0	4	16	11	6	9	2	1	0	6	276	4	2	5	1	18	0	24	12
miR-6769a-5p	0	5	2	1	1	0	2	17	1	3	3	0	0	0	2	28	0	0	1	5	3	0	19	4
miR-6769b-3p	0	0	2	3	0	0	26	9	12	0	0	0	0	0	3	75	3	2	0	0	5	0	61	26
miR-6770-3p	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	24	0	0	2	1	1	0	3	28
miR-6770-5p	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	64	0	0	0	0	5	0	0	0
miR-6771-3p	0	0	2	0	0	0	1	30	16	1	1	3	0	0	0	60	3	0	3	2	5	0	49	30
miR-6771-5p	1	23	26	12	5	1	12	761	19	14	14	4	1	1	26	6020	208	10	13	20	37	0	153	14
miR-6772-3p	0	0	0	0	0	0	1	3	3	2	2	1	0	0	0	53	0	1	2	0	2	0	13	9
miR-6772-5p	0	3	6	3	0	0	3	1	2	2	1	0	0	0	5	127	2	3	0	25	7	0	5	7
miR-6773-3p	0	0	1	2	0	0	3	2	0	3	2	1	0	0	3	50	1	1	1	0	4	0	6	4
miR-6773-5p	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	29	0	0	0	0	3	0	2	2
miR-6774-3p	0	0	0	1	0	0	1	4	3	0	1	0	0	0	0	45	0	2	4	0	4	0	26	51
miR-6774-5p	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	7	0	0	0	0	1	0	1	3
miR-6775-3p	0	7	10	4	5	2	19	21	9	13	24	2	0	0	28	849	3	9	15	5	63	0	26	28
miR-6775-5p	0	19	26	30	29	4	27	74	19	31	42	12	0	0	39	1358	12	22	29	392	65	0	146	44
miR-6776-3p	0	0	5	5	2	2	7	46	42	6	10	2	0	0	6	223	3	6	3	7	17	0	68	53
miR-6776-5p	0	1	2	1	0	0	1	3	1	2	0	0	0	0	1	40	0	0	1	4	4	0	69	4
miR-6777-3p	0	4	7	5	5	3	56	39	31	11	16	7	0	0	17	421	2	6	10	9	36	0	70	89
miR-6778-3p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	51	0	0	3	1	8	0	3	5
miR-6778-5p	2	21	5816	9	7	1	51	102	14	15	28	12795	4	0	6603	368	5	7	9	209	57	0	799	28
miR-6779-3p	0	0	0	1	1	0	1	3	2	2	2	0	0	0	1	68	1	1	0	0	1	0	8	8
miR-6779-5p	0	2	4	2	2	1	3	5	2	5	6	3	0	1	11	299	3	1	6	3	19	0	26	5
miR-6780a-3p	0	1	2	0	0	0	0	1	0	0	1	1	0	0	0	13	1	0	0	0	2	0	0	0
miR-6780a-5p	0	2	1	5	2	0	3	4	5	2	4	2	0	0	2	72	4	1	13	19	5	0	13	14
miR-6780b-3p	0	0	0	0	0	0	0	4	4	4	2	0	0	0	1	36	1	1	2	0	2	0	4	5
miR-6780b-5p	1	3853	2499	775	230	3	642	998	83	2463	3383	514	1	0	2083	8776	137	924	1148	439	145	0	4727	22
miR-6781-3p	0	1	1	0	0	0	0	1	3	1	3	0	0	0	7	49	1	4	3	2	4	0	8	3
miR-6781-5p	0	26	38	106	40	1	11	237	5	35	30	83	0	0	10	260	5	42	64	108	20	0	263	17
miR-6782-3p	0	1	0	0	0	0	4	2	3	10	3	0	0	0	5	99	2	2	1	0	7	0	2	4
miR-6782-5p	0	7	61	6	1	0	147	10	0	30	53	7	0	0	138	211	2	11	2	18	1	0	25	3
miR-6783-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	1	0	1	0	0	3
miR-6783-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	20	0	4	1	0	1	0	0	1
miR-6784-5p	0	3	7	4	2	0	3	32	2	3	9	6	0	0	5	319	5	5	10	17	27	0	21	6
miR-6785-3p	0	3	2	6	2	0	8	37	32	4	7	6	0	0	7	279	3	6	6	5	16	0	87	87
miR-6786-3p	0	1	0	1	1	0	1	5	2	0	0	0	0	0	1	26	0	1	2	0	2	0	7	5
miR-6786-5p	8	784	1102	478	552	3	390	2420	99	978	1201	420	2	4	1102	17754	1690	478	536	1689	613	3	10447	439
miR-6787-3p	0	1	2	3	1	0	5	3	2	0	9	3	0	0	10	264	2	4	2	3	14	0	8	18
miR-6787-5p	0	2	2	3	1	1	4	69	6	4	9	1	0	0	5	271	2	4	3	8	15	0	76	21
miR-6788-3p	0	2	1	0	4	0	1	6	4	1	7	0	0	0	4	146	1	5	7	7	10	0	15	10
miR-6788-5p	0	1	1	5	1	0	0	37	44	1	2	3	0	0	2	67	3	1	4	5	2	0	70	47
miR-6789-3p	0	5	1	2	2	0	4	27	9	8	6	0	0	0	3	279	1	1	4	2	16	0	48	86
miR-6789-5p	0	6	8	10	4	0	0	14	7	5	7	14	0	0	8	156	3	2	6	13	7	0	98	29
miR-6790-3p	0	1	0	2	2	0	3	39	27	2	7	5	0	0	4	98	2	1	4	2	6	0	116	146
miR-6790-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	45	0	0	0	0	1	0	0	0
miR-6791-3p	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	39	1	2	0	0	3	0	4	15
miR-6791-5p	0	9	13	6	7	0	18	569	3	11	15	6	0	0	21	872	13	11	15	33	51	0	128	15
miR-6792-3p	0	0	6	8	8	1	5	15	13	11	7	2	0	0	14	539	2	6	9	4	41	0	22	30
miR-6792-5p	0	0	1	0	0	0	0	0	2	0	1	0	0	0	3	47	0	0	2	0	6	0	3	1
miR-6793-3p	4	38	32	49	26	3	6734	279	301	53	71	39	0	2	66	3283	62	44	47	53	188	1	1262	733
miR-6793-5p	0	0	1	0	0	0	2	1	0	1	1	3	0	0	0	78	3	1	1	1	5	0	1	2
miR-6794-3p	0	1	2	2	2	0	1	5	11	2	2	3	1	0	4	83	0	1	6	2	11	0	21	28
miR-6794-5p	0	13	21	50	8	0	9	182	10	5	12	17	0	0	31	337	10	5	7	182	26	0	188	28
miR-6795-3p	0	0	3	1	1	0	2	18	13	1	3	1	0	0	2	109	0	0	4	2	6	0	24	42
miR-6796-3p	0	10	7	3	4	0	18	22	19	7	14	7	0	0	8	283	2	0	9	4	22	0	41	72
miR-6796-5p	0	0	0	1	0	0	0	40	1	2	2	1	0	0	5	106	0	0	0	1	7	0	6	3
miR-6797-3p	0	0	1	2	0	0	1	3	6	2	4	0	0	0	4	122	1	2	3	3	7	0	17	15
miR-6797-5p	0	10	6	1	4	0	11	19	1	5	10	9	1	0	18	119	2	6	3	590	10	0	35	13
miR-6798-3p	1	5	7	10	7	1	1095	130	136	8	6	9	0	0	9	398	4	6	12	8	7	1	361	436
miR-6798-5p	2	12	41	9	13	0	77	3357	23	23	43	5	0	0	110	1165	13	19	3	26	30	0	1287	285
miR-6799-3p	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	46	1	0	2	0	2	0	0	4
miR-6799-5p	0	1489	271	52	11	1	40	1103	7	168	255	21	1	0	182	1550	74	183	52	89	162	0	193	68
miR-6800-3p	0	2	1	3	0	0	2	19	32	0	5	0	0	0	10	176	2	3	3	3	10	0	29	30
miR-6800-5p	0	3	823	3	8	1	7	66	12	14	6	297	0	0	287	55	2	2	10	18	14	0	36	63
miR-6801-3p	0	2	6	3	2	1	8	9	10	3	6	1	0	0	5	394	3	6	4	6	33	0	21	31
miR-6801-5p	0	2	1	0	0	1	2	4	2	3	3	1	0	0	2	92	0	0	1	2	4	0	5	5
miR-6802-3p	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	31	0	1	1	2	4	0	2	5
miR-6802-5p	0	0	0	0	1	0	1	345	19	0	0	0	0	0	0	30	0	0	1	2	1	0	191	67
miR-6803-3p	0	0	3	1	0	0	11	9	4	3	8	1	0	0	6	170	5	4	2	18	17	0	13	16
miR-6803-5p	3	63	117	382	396	2	28	350	150	184	171	280	3	0	75	9458	260	155	324	690	95	1	5157	106
miR-6804-3p	0	8	11	9	12	3	72	44	28	23	33	10	0	0	36	1207	11	17	19	11	79	0	54	65
miR-6805-3p	0	7	11	10	9	0	20	53	17	20	16	4	0	0	22	598	8	7	10	11	23	0	93	183
miR-6805-5p	0	0	1	0	0	0	1	3	0	0	0	1	0	0	1	28	0	0	2	3	1	0	4	3
miR-6806-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	1	1	5	0	1	1
miR-6806-5p	0	1	1	0	0	0	3	4	1	1	2	0	0	0	3	112	4	1	4	3	9	0	7	2
miR-6807-3p	1	0	1	2	2	0	2	7	8	4	8	1	0	0	7	308	5	2	3	5	18	0	14	20
miR-6807-5p	0	1	4	1	0	0	10	1	2	1	4	1	0	0	3	140	1	5	3	1	13	0	2	5
miR-6808-3p	0	1	1	3	4	0	2	88	81	2	2	3	0	0	8	119	0	0	5	4	4	0	224	304
miR-6808-5p	0	6	7	2	1	1	26	24	4	10	12	2	0	0	13	314	12	6	2	14	40	0	44	5
miR-6809-3p	0	2	0	2	1	0	3	8	5	0	2	3	0	0	2	104	3	4	3	1	6	0	12	16
miR-6809-5p	0	3	1	0	3	0	4	31	22	2	2	2	0	0	10	68	4	5	3	13	4	0	47	37
miR-6810-3p	0	2	4	2	1	0	40	23	16	8	8	3	1	0	3	322	5	5	7	4	14	0	41	24
miR-6810-5p	0	0	1	0	0	0	2	0	3	1	0	0	0	0	1	77	2	2	2	2	10	0	6	9
miR-6811-3p	0	0	0	3	2	0	3	12	3	7	6	1	0	0	3	278	5	3	6	5	23	0	8	13
miR-6811-5p	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	42	0	1	0	0	2	0	2	10
miR-6812-3p	0	14	20	8	11	0	246	78	47	21	25	6	0	0	17	715	14	11	12	25	50	0	147	178
miR-6812-5p	0	6	5	2	6	0	10	36	2	12	2	4	0	0	3	210	2	4	10	89	6	0	35	6
miR-6813-3p	0	1	3	4	1	0	3	15	23	8	7	1	0	0	5	186	6	3	5	1	15	1	33	36
miR-6813-5p	0	0	0	2	1	0	0	6	1	0	2	0	0	0	1	61	0	1	0	2	1	0	6	7
miR-6814-3p	0	0	0	0	0	0	1	1	4	1	0	1	0	0	0	63	0	1	2	1	8	0	6	6
miR-6814-5p	0	2	1	1	0	0	0	6	3	0	0	0	0	0	0	46	0	2	0	0	9	0	8	11
miR-6815-3p	0	0	0	1	0	0	2	2	1	2	1	1	0	0	3	64	1	3	1	0	11	0	3	2
miR-6815-5p	0	0	2	1	1	0	0	0	1	1	0	0	0	0	0	11	0	0	1	0	2	0	11	7
miR-6816-3p	0	0	0	0	0	0	0	9	35	0	0	1	0	0	3	16	0	0	0	1	3	0	43	62
miR-6816-5p	1	3	2	3	3	0	1	18	2	8	7	5	0	0	1	97	0	7	4	9	4	0	110	363
miR-6817-3p	0	0	0	0	0	0	1	2	1	0	2	0	0	0	1	13	0	0	0	0	4	0	5	4
miR-6817-5p	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	70	0	1	2	0	2	0	1	1
miR-6818-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	2	1	1	2	0	1	1
miR-6818-5p	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	20	0	1	1	1	2	0	0	4
miR-6819-3p	0	2	3	4	4	0	11	28	14	8	6	3	0	0	12	440	3	5	6	4	16	0	97	142
miR-6819-5p	0	6	5	4	3	0	4	8	2	2	7	3	0	0	10	101	2	3	5	43	7	0	31	5
miR-6820-3p	0	0	1	0	0	0	2	9	3	1	5	0	0	0	2	42	0	3	2	3	3	0	5	19
miR-6820-5p	0	3	5	1	2	0	10	39	13	13	7	2	0	0	12	422	3	7	6	7	20	0	226	280
miR-6821-3p	0	0	1	1	1	0	0	5	4	0	1	1	0	0	1	29	1	1	5	1	7	0	25	31
miR-6821-5p	0	28	41	12	12	0	32	37	6	42	57	9	0	0	77	1418	36	20	27	25	85	1	801	11
miR-6822-3p	0	1	0	1	1	0	4	0	2	0	1	0	0	0	0	40	0	0	1	0	3	0	6	4
miR-6822-5p	0	0	0	0	0	0	2	10	2	1	0	0	0	0	2	35	1	0	0	4	4	0	26	6
miR-6823-3p	0	1	5	1	0	0	1	11	9	2	4	1	0	0	3	82	0	2	2	7	6	0	18	26
miR-6823-5p	0	0	0	1	0	0	1	2	0	0	1	1	0	0	1	22	0	0	1	1	1	0	0	0
miR-6824-5p	0	12	9	4	1	0	6	19	2	4	8	1	0	0	8	162	3	3	2	20	8	0	39	13
miR-6825-3p	1	3	0	4	6	0	13	22	5	2	4	1	1	0	5	1708	3	4	6	0	19	0	71	37
miR-6825-5p	0	2	1	2	0	0	2	16	4	1	3	0	0	0	2	88	1	4	1	16	4	0	10	13
miR-6826-5p	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	23	0	1	0	2	1	0	1	0
miR-6827-3p	0	1	2	0	0	0	2	4	14	2	1	0	0	0	2	57	2	1	1	0	4	0	26	21
miR-6827-5p	0	0	1	0	0	0	2	0	0	0	2	0	0	0	2	199	1	2	0	0	9	0	8	3
miR-6828-3p	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	36	2	0	3	1	1	0	4	14
miR-6828-5p	0	0	1	0	0	0	2	0	0	0	3	0	0	0	3	38	0	0	0	1	1	0	2	0
miR-6829-3p	0	0	3	7	6	1	5	32	11	8	7	1	0	0	9	327	2	5	13	2	13	1	68	94
miR-6829-5p	0	7	5	1	0	0	4	10	2	7	3	3	0	0	7	185	3	3	1	4	22	0	27	6
miR-6830-3p	0	0	1	0	3	0	1	1	1	3	1	0	0	0	5	29	0	0	2	1	3	0	1	1
miR-6830-5p	0	1	5	1	4	0	11	6	2	2	7	0	0	0	3	96	5	3	0	2	19	0	25	1
miR-6831-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	2	0	1	1
miR-6831-5p	0	1	0	0	0	0	3	6	0	0	0	0	0	0	0	22	0	2	2	11	2	0	5	1
