"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000005059" 486 7 0 0 0 0 486 5 0 0 0 0 486 36 0 0 0 0 "CCDC109B"
"ENSG00000005175" 995 13 0 0 2 0 995 4 0 0 0 0 995 20 0 0 0 0 "RPAP3"
"ENSG00000005194" 627 4 0 0 0 0 627 10 0 2 0 0 627 31 0 0 0 0 "CIAPIN1"
"ENSG00000005436" 627 11 0 0 0 0 627 15 0 3 0 0 627 32 0 0 0 0 "GCFC2"
"ENSG00000005700" 1969 19 2 0 0 2 1969 12 2 5 0 0 1969 50 0 0 0 0 "IBTK"
"ENSG00000005810" 2059 25 0 3 0 0 2059 5 0 0 0 0 2059 8 0 0 0 0 "MYCBP2"
"ENSG00000005812" 2202 37 2 5 0 0 2202 19 3 0 0 0 2202 31 0 0 0 2 "FBXL3"
"ENSG00000005889" 3335 33 7 0 0 0 3335 13 0 0 0 0 3335 15 0 0 0 0 "ZFX"
"ENSG00000005893" 2981 18 0 0 0 0 2981 8 0 0 0 0 2981 51 2 0 0 0 "LAMP2"
"ENSG00000005955" 920 21 0 3 0 2 920 0 0 0 0 0 920 27 0 0 0 0 "GGNBP2"
"ENSG00000006007" 1126 8 0 0 0 0 1126 7 3 2 0 0 1126 38 0 3 0 0 "GDE1"
"ENSG00000006015" 111 5 0 0 0 0 111 3 0 0 0 0 111 23 2 0 0 0 "C19orf60"
"ENSG00000006125" 2503 14 2 0 0 0 2503 8 2 3 0 0 2503 23 0 0 0 0 "AP2B1"
"ENSG00000006451" 425 7 0 0 0 0 425 10 4 0 0 0 425 29 0 0 0 0 "RALA"
"ENSG00000006534" 797 16 0 0 0 0 797 5 0 0 0 0 797 41 3 0 0 0 "ALDH3B1"
"ENSG00000006625" 921 13 0 0 0 0 921 17 2 4 2 0 921 71 2 0 0 0 "GGCT"
"ENSG00000006634" 925 16 2 4 0 0 925 11 0 0 0 0 925 28 0 0 0 0 "DBF4"
"ENSG00000006652" 2983 28 0 3 0 0 2983 24 2 5 5 0 2983 74 0 0 0 0 "IFRD1"
"ENSG00000006695" 395 7 0 2 3 0 395 7 0 0 0 0 395 16 0 0 0 0 "COX10"
"ENSG00000006744" 1084 13 0 0 2 0 1084 10 0 2 0 0 1084 22 0 0 0 0 "ELAC2"
"ENSG00000007038" 729 4 0 0 0 0 729 5 0 0 0 0 729 28 0 0 0 0 "PRSS21"
"ENSG00000007168" 2478 32 0 6 4 0 2478 34 2 5 0 0 2478 79 0 0 0 0 "PAFAH1B1"
"ENSG00000007202" 3178 29 0 0 0 2 3178 6 0 0 0 0 3178 28 2 0 0 0 "KIAA0100"
"ENSG00000008018" 2151 34 0 0 0 0 2151 37 10 10 4 0 2151 271 4 3 0 0 "PSMB1"
"ENSG00000008282" 854 8 0 2 0 0 854 3 0 0 0 0 854 23 0 0 0 0 "SYPL1"
"ENSG00000008294" 2222 19 0 3 0 0 2222 10 0 2 0 0 2222 17 0 0 0 0 "SPAG9"
"ENSG00000008324" 481 13 3 4 0 0 481 26 5 2 0 0 481 42 2 0 0 0 "SS18L2"
"ENSG00000008394" 2901 17 0 2 0 0 2901 9 3 2 0 0 2901 156 4 2 0 3 "MGST1"
"ENSG00000008869" 701 13 2 6 0 0 701 6 0 0 0 0 701 12 0 0 0 0 "HEATR5B"
"ENSG00000008952" 2540 25 4 3 0 2 2540 15 0 0 0 0 2540 57 0 0 0 0 "SEC62"
"ENSG00000008988" 6633 91 0 0 0 3 6633 45 7 7 0 0 6633 371 14 4 0 2 "SNORD54"
"ENSG00000009307" 13251 135 7 16 8 5 13251 85 12 27 0 0 13251 371 18 8 2 7 "CSDE1"
"ENSG00000009335" 1808 20 0 2 0 0 1808 9 0 0 0 0 1808 51 0 0 0 0 "UBE3C"
"ENSG00000009844" 1055 6 0 0 0 0 1055 6 0 3 0 0 1055 23 0 0 0 0 "VTA1"
"ENSG00000009954" 2781 25 2 2 0 0 2781 13 0 3 0 0 2781 21 0 0 0 0 "BAZ1B"
"ENSG00000010017" 679 17 0 2 2 0 679 7 0 0 0 0 679 16 0 0 0 0 "RANBP9"
"ENSG00000010072" 632 11 0 2 0 2 632 11 2 0 0 0 632 11 0 0 0 0 "SPRTN"
"ENSG00000010165" 418 7 0 0 0 0 418 5 0 0 0 0 418 18 0 0 0 0 "METTL13"
"ENSG00000010244" 3606 30 2 5 2 0 3606 26 5 9 2 0 3606 68 2 0 0 0 "ZNF207"
"ENSG00000010256" 1848 12 0 0 0 0 1848 21 3 0 2 0 1848 57 0 2 0 0 "UQCRC1"
"ENSG00000010270" 1003 21 0 4 0 0 1003 13 4 0 0 0 1003 56 0 0 0 2 "STARD3NL"
"ENSG00000010278" 1017 18 2 0 2 0 1017 10 0 0 0 0 1017 130 3 0 0 2 "CD9"
"ENSG00000010292" 3318 38 5 3 0 0 3318 23 0 4 0 2 3318 128 3 0 0 0 "NCAPD2"
"ENSG00000010932" 66 0 0 0 0 0 66 0 0 0 0 0 66 30 0 0 0 0 "FMO1"
"ENSG00000011007" 729 12 0 0 0 0 729 0 0 0 0 0 729 19 0 0 0 0 "TCEB3"
"ENSG00000011198" 817 6 0 0 0 0 817 13 0 3 0 0 817 50 0 0 0 0 "ABHD5"
"ENSG00000011260" 1013 11 0 3 0 0 1013 7 0 0 0 0 1013 35 0 0 0 0 "UTP18"
"ENSG00000011275" 773 15 2 2 0 0 773 7 0 0 0 0 773 9 0 0 0 0 "RNF216"
"ENSG00000011295" 915 10 0 0 0 0 915 3 0 0 0 0 915 33 3 0 0 0 "TTC19"
"ENSG00000011304" 2247 14 0 2 2 0 2247 15 0 5 0 0 2247 69 2 0 0 4 "PTBP1"
"ENSG00000011405" 3203 23 0 3 2 0 3203 13 2 0 0 0 3203 46 0 0 0 0 "PIK3C2A"
"ENSG00000011422" 570 6 2 0 0 0 570 6 0 0 0 0 570 23 0 0 0 0 "PLAUR"
"ENSG00000011426" 5482 103 14 23 8 2 5482 45 2 11 0 0 5482 102 2 0 0 0 "ANLN"
"ENSG00000012048" 1673 19 0 0 2 0 1673 10 0 0 0 0 1673 20 0 0 0 0 "BRCA1"
"ENSG00000012660" 3305 34 0 2 0 0 3305 19 0 4 0 0 3305 51 0 0 0 0 "ELOVL5"
"ENSG00000012963" 781 9 0 2 0 0 781 5 0 2 0 0 781 47 3 0 0 0 "UBR7"
"ENSG00000012983" 1060 19 0 0 0 2 1060 3 0 0 0 0 1060 11 0 0 0 0 "MAP4K5"
"ENSG00000013275" 1584 19 3 2 0 0 1584 21 3 4 0 0 1584 139 3 0 0 0 "PSMC4"
"ENSG00000013306" 716 2 0 0 0 0 716 6 0 0 0 0 716 63 2 0 0 0 "SLC25A39"
"ENSG00000013441" 2032 22 4 3 2 0 2032 10 0 0 0 0 2032 21 0 0 0 0 "CLK1"
"ENSG00000013561" 801 7 0 2 0 0 801 5 2 0 0 0 801 26 2 0 0 0 "RNF14"
"ENSG00000013588" 1360 7 0 0 0 0 1360 8 0 3 0 0 1360 34 0 0 0 0 "GPRC5A"
"ENSG00000014123" 1094 20 2 0 0 0 1094 4 0 0 0 0 1094 10 0 0 0 0 "UFL1"
"ENSG00000014641" 3667 35 0 5 3 0 3667 29 8 4 0 2 3667 391 5 0 0 7 "MDH1"
"ENSG00000014824" 1894 20 0 0 0 0 1894 10 2 2 0 0 1894 50 0 0 0 0 "SLC30A9"
"ENSG00000015171" 1108 8 0 0 0 0 1108 7 3 0 0 0 1108 26 0 0 0 2 "ZMYND11"
"ENSG00000015475" 306 3 0 0 0 0 306 4 0 0 0 0 306 28 0 0 0 0 "BID"
"ENSG00000015479" 7966 66 0 4 0 4 7966 17 2 4 0 0 7966 98 0 0 0 2 "MATR3"
"ENSG00000016864" 1216 13 0 0 0 0 1216 14 0 2 2 0 1216 43 0 0 0 0 "GLT8D1"
"ENSG00000017260" 1908 20 3 0 0 0 1908 14 0 2 0 0 1908 63 2 0 0 0 "ATP2C1"
"ENSG00000017483" 1308 6 0 0 0 0 1308 3 0 0 0 0 1308 36 0 0 0 0 "SLC38A5"
"ENSG00000018408" 1128 14 3 2 0 0 1128 7 0 2 0 0 1128 35 0 0 0 0 "WWTR1"
"ENSG00000018510" 5925 67 4 4 6 0 5925 46 8 8 2 0 5925 128 4 0 0 0 "AGPS"
"ENSG00000018699" 502 9 2 0 0 0 502 8 0 0 0 0 502 24 0 0 0 0 "TTC27"
"ENSG00000019995" 642 11 0 0 0 0 642 5 0 0 0 0 642 18 0 0 0 0 "ZRANB1"
"ENSG00000020426" 602 14 2 3 0 0 602 6 0 0 0 0 602 30 0 0 0 0 "MNAT1"
"ENSG00000021355" 687 7 0 0 0 0 687 7 0 0 0 0 687 25 2 0 0 0 "SERPINB1"
"ENSG00000021776" 2256 20 0 5 2 0 2256 12 3 0 0 0 2256 30 0 0 0 0 "AQR"
"ENSG00000021826" 14918 144 5 24 7 10 14918 91 8 14 2 2 14918 268 8 9 0 3 "CPS1"
"ENSG00000022277" 1105 14 0 0 0 0 1105 12 3 0 0 0 1105 36 0 0 0 0 "RTFDC1"
"ENSG00000023041" 1041 10 0 2 0 2 1041 14 0 4 2 0 1041 23 0 0 0 0 "ZDHHC6"
"ENSG00000023228" 4918 35 2 3 2 0 4918 23 4 3 0 0 4918 62 0 0 0 2 "NDUFS1"
"ENSG00000023287" 3497 38 3 8 0 0 3497 17 3 4 0 0 3497 56 0 0 0 0 "RB1CC1"
"ENSG00000023572" 367 11 0 3 0 0 367 2 0 0 0 0 367 33 0 0 0 0 "GLRX2"
"ENSG00000023697" 944 9 0 0 0 0 944 7 3 4 0 0 944 53 0 0 0 0 "DERA"
"ENSG00000023734" 4008 46 7 2 0 0 4008 42 8 12 6 0 4008 363 11 9 0 3 "STRAP"
"ENSG00000023909" 4027 59 4 10 0 2 4027 35 2 4 0 0 4027 123 0 0 0 4 "GCLM"
"ENSG00000024048" 1085 13 0 2 0 0 1085 9 0 0 0 0 1085 13 0 0 0 0 "UBR2"
"ENSG00000024526" 2000 35 6 5 0 0 2000 13 2 2 0 0 2000 52 2 2 0 0 "DEPDC1"
"ENSG00000025293" 920 6 0 0 0 0 920 7 2 2 0 0 920 18 0 2 0 2 "PHF20"
"ENSG00000026025" 10222 407 67 95 79 6 10222 481 64 75 40 2 10222 1884 54 27 4 20 "VIM"
"ENSG00000026508" 2806 24 0 3 0 0 2806 18 0 6 0 0 2806 104 4 0 0 2 "CD44"
"ENSG00000027697" 1041 35 3 4 0 0 1041 25 0 0 0 0 1041 35 0 0 0 0 "IFNGR1"
"ENSG00000028203" 786 17 2 0 2 0 786 0 0 0 0 0 786 24 0 0 0 0 "VEZT"
"ENSG00000028528" 677 6 0 0 2 0 677 5 0 0 0 0 677 23 0 0 0 0 "SNX1"
"ENSG00000028839" 527 14 3 3 0 0 527 5 0 3 0 0 527 28 0 0 0 0 "TBPL1"
"ENSG00000029363" 6268 55 0 4 6 4 6268 31 4 4 0 0 6268 82 2 0 0 0 "BCLAF1"
"ENSG00000029364" 1795 11 2 0 0 0 1795 4 0 0 0 0 1795 38 0 0 0 0 "SLC39A9"
"ENSG00000029725" 1788 19 0 3 0 0 1788 8 0 0 0 0 1788 27 0 0 0 0 "RABEP1"
"ENSG00000029993" 571 4 0 0 0 0 571 15 4 0 0 0 571 61 0 0 0 0 "HMGB3"
"ENSG00000030066" 5039 50 0 6 0 0 5039 25 0 0 0 0 5039 44 0 0 0 0 "NUP160"
"ENSG00000031691" 722 18 0 3 0 2 722 6 0 0 0 0 722 13 0 0 0 0 "CENPQ"
"ENSG00000031698" 2048 23 0 0 0 0 2048 14 0 2 2 0 2048 92 3 0 0 0 "SARS"
"ENSG00000032389" 295 6 0 0 0 0 295 3 2 0 0 0 295 23 0 0 0 2 "TSSC1"
"ENSG00000033178" 3495 27 4 3 0 0 3495 13 0 0 2 0 3495 36 0 0 0 0 "UBA6"
"ENSG00000033867" 3483 41 2 5 0 0 3483 11 0 2 0 0 3483 23 0 0 0 0 "SLC4A7"
"ENSG00000034510" 13857 391 12 8 6 11 13857 278 29 22 10 2 13857 1846 63 22 0 22 "TMSB10"
"ENSG00000034677" 2510 32 4 2 0 0 2510 6 0 0 0 0 2510 29 0 0 0 0 "RNF19A"
"ENSG00000034713" 954 37 0 7 3 2 954 17 0 0 0 0 954 109 0 0 0 0 "GABARAPL2"
"ENSG00000035403" 3542 35 0 0 4 2 3542 19 0 5 0 0 3542 46 0 0 0 0 "VCL"
"ENSG00000035499" 963 25 0 4 0 2 963 17 0 0 0 0 963 35 0 0 0 2 "DEPDC1B"
"ENSG00000035687" 1462 12 0 0 2 0 1462 17 0 2 0 0 1462 42 0 0 0 0 "ADSS"
"ENSG00000035862" 976 9 0 0 0 0 976 5 0 0 0 0 976 37 0 0 0 0 "TIMP2"
"ENSG00000035928" 1640 14 0 2 0 0 1640 16 0 4 0 0 1640 14 0 0 0 0 "RFC1"
"ENSG00000036257" 1477 27 2 4 0 0 1477 12 0 5 2 0 1477 26 0 0 0 0 "CUL3"
"ENSG00000036549" 2514 30 2 2 0 0 2514 10 0 4 0 0 2514 32 0 0 0 0 "ZZZ3"
"ENSG00000037241" 337 3 0 0 0 0 337 5 0 0 0 0 337 23 0 0 0 0 "RPL26L1"
"ENSG00000037474" 3849 25 2 5 2 0 3849 9 3 0 0 0 3849 64 0 0 0 0 "NSUN2"
"ENSG00000037749" 2107 11 0 0 0 0 2107 5 0 0 0 0 2107 17 0 0 0 0 "MFAP3"
"ENSG00000038210" 1332 17 0 2 0 0 1332 8 0 0 0 0 1332 25 0 0 0 0 "PI4K2B"
"ENSG00000038219" 1837 24 0 0 0 0 1837 0 0 0 0 0 1837 12 0 0 0 0 "BOD1L1"
"ENSG00000038274" 1766 24 5 4 2 2 1766 7 0 0 0 0 1766 61 3 2 0 0 "MAT2B"
"ENSG00000038382" 4455 60 5 10 8 0 4455 18 3 0 0 0 4455 22 0 0 0 0 "TRIO"
"ENSG00000039068" 346 0 0 0 0 0 346 3 0 0 0 0 346 273 4 0 0 0 "CDH1"
"ENSG00000039123" 3285 29 0 0 0 0 3285 21 2 5 0 0 3285 24 0 0 0 0 "SKIV2L2"
"ENSG00000039319" 3171 35 0 5 0 0 3171 11 0 2 0 0 3171 30 0 0 0 0 "ZFYVE16"
"ENSG00000039560" 2676 29 2 5 2 0 2676 16 0 3 0 0 2676 34 0 0 0 0 "RAI14"
"ENSG00000040275" 3038 84 10 19 3 0 3038 29 3 3 0 0 3038 30 0 0 0 0 "SPDL1"
"ENSG00000040633" 452 20 2 3 2 0 452 2 0 0 0 0 452 22 0 0 0 0 "PHF23"
"ENSG00000041357" 4140 52 2 8 4 2 4140 42 4 7 0 0 4140 188 6 2 2 2 "PSMA4"
"ENSG00000042753" 995 7 0 0 0 0 995 6 0 0 0 0 995 31 0 0 0 0 "AP2S1"
"ENSG00000043093" 1292 12 0 2 0 0 1292 10 0 0 0 0 1292 19 0 0 0 0 "DCUN1D1"
"ENSG00000043514" 720 11 0 0 0 0 720 3 0 0 0 0 720 44 0 0 0 0 "TRIT1"
"ENSG00000044115" 6651 71 2 8 4 0 6651 38 5 9 0 0 6651 237 8 2 0 10 "CTNNA1"
"ENSG00000044459" 1126 22 0 2 0 2 1126 0 0 0 0 0 1126 13 0 0 0 0 "CNTLN"
"ENSG00000044574" 3559 31 0 3 0 0 3559 18 0 3 2 0 3559 36 0 0 0 0 "HSPA5"
"ENSG00000046604" 2473 23 0 2 0 0 2473 11 0 2 0 0 2473 21 0 0 0 0 "DSG2"
"ENSG00000046651" 688 20 2 0 2 4 688 5 0 0 0 0 688 16 0 0 0 0 "OFD1"
"ENSG00000047188" 1439 16 0 3 0 0 1439 7 0 3 0 0 1439 12 0 0 0 0 "YTHDC2"
"ENSG00000047249" 816 12 3 4 0 0 816 6 0 0 0 0 816 43 0 0 0 0 "ATP6V1H"
"ENSG00000047315" 2792 24 2 0 0 0 2792 8 0 0 0 0 2792 11 0 0 0 0 "POLR2B"
"ENSG00000047410" 6550 64 0 0 0 5 6550 10 0 0 0 0 6550 27 0 0 0 0 "TPR"
"ENSG00000047932" 2712 34 2 2 0 0 2712 9 0 0 0 0 2712 16 0 0 0 0 "GOPC"
"ENSG00000048342" 618 13 0 8 0 0 618 7 3 0 0 0 618 17 0 0 0 0 "CC2D2A"
"ENSG00000048544" 525 5 0 0 0 0 525 10 0 0 0 0 525 25 0 0 0 2 "MRPS10"
"ENSG00000048649" 1168 21 5 2 0 0 1168 4 0 0 0 0 1168 10 0 0 0 0 "RSF1"
"ENSG00000048828" 2221 20 0 4 0 0 2221 12 2 4 0 0 2221 26 0 0 0 0 "FAM120A"
"ENSG00000049130" 1249 14 0 0 0 0 1249 7 0 0 0 0 1249 10 0 0 0 0 "KITLG"
"ENSG00000049167" 406 4 0 0 0 0 406 3 0 0 0 0 406 27 0 0 0 0 "ERCC8"
"ENSG00000049245" 1888 13 0 0 0 2 1888 10 0 0 0 0 1888 43 0 0 0 0 "VAMP3"
"ENSG00000049449" 1470 15 0 0 0 0 1470 17 2 0 2 0 1470 45 4 2 0 2 "RCN1"
"ENSG00000049618" 552 17 0 3 2 0 552 8 0 0 0 0 552 14 0 0 0 0 "ARID1B"
"ENSG00000049656" 4447 48 0 5 0 0 4447 49 7 8 4 0 4447 288 15 9 0 8 "CLPTM1L"
"ENSG00000049860" 2226 24 0 3 0 0 2226 24 4 0 0 0 2226 103 6 0 0 2 "HEXB"
"ENSG00000050393" 1283 12 0 0 0 0 1283 10 0 0 0 0 1283 54 0 2 0 0 "MCUR1"
"ENSG00000050405" 1061 20 6 5 0 0 1061 8 0 0 0 0 1061 48 0 0 0 0 "LIMA1"
"ENSG00000050748" 1042 11 0 0 0 0 1042 2 0 0 0 0 1042 19 0 0 0 0 "MAPK9"
"ENSG00000051108" 678 18 4 4 0 0 678 6 0 0 0 0 678 20 0 0 0 0 "HERPUD1"
"ENSG00000051620" 319 2 0 0 0 0 319 5 0 2 0 0 319 28 0 0 0 0 "HEBP2"
"ENSG00000051825" 1765 12 0 0 0 0 1765 7 0 0 0 0 1765 11 0 0 0 0 "MPHOSPH9"
"ENSG00000052126" 1117 11 0 5 0 0 1117 11 0 0 0 0 1117 11 0 0 0 0 "PLEKHA5"
"ENSG00000052723" 1618 15 2 0 0 0 1618 10 0 0 0 0 1618 39 2 0 0 0 "SIKE1"
"ENSG00000052802" 2262 39 3 10 0 2 2262 29 7 4 0 0 2262 62 2 0 0 0 "MSMO1"
"ENSG00000052841" 1385 12 0 0 2 2 1385 3 0 0 0 0 1385 29 0 0 0 0 "TTC17"
"ENSG00000053372" 937 11 3 0 0 0 937 9 2 0 0 0 937 22 0 0 0 0 "MRTO4"
"ENSG00000053770" 1234 21 4 0 2 0 1234 9 0 3 0 0 1234 25 0 0 0 0 "AP5M1"
"ENSG00000053900" 802 18 3 2 0 0 802 5 0 0 0 0 802 27 0 2 0 0 "ANAPC4"
"ENSG00000054116" 868 7 0 0 0 0 868 13 0 2 0 0 868 49 4 0 0 0 "TRAPPC3"
"ENSG00000054118" 2229 25 0 0 0 0 2229 3 0 0 0 0 2229 21 0 0 0 0 "THRAP3"
"ENSG00000054148" 961 9 0 0 0 0 961 11 0 0 0 0 961 52 2 2 0 0 "PHPT1"
"ENSG00000054267" 1155 31 3 3 0 0 1155 9 0 3 0 0 1155 20 0 0 0 0 "ARID4B"
"ENSG00000054523" 1524 19 0 4 0 0 1524 13 3 2 0 0 1524 26 2 0 0 0 "KIF1B"
"ENSG00000055044" 3675 56 6 7 2 2 3675 41 13 3 0 0 3675 230 2 0 0 3 "NOP58"
"ENSG00000055130" 949 13 0 4 0 0 949 7 0 0 0 0 949 18 0 0 0 0 "CUL1"
"ENSG00000055211" 600 5 0 0 0 0 600 8 0 0 0 0 600 80 2 0 0 0 "GINM1"
"ENSG00000055332" 1321 24 0 0 0 0 1321 9 2 0 0 0 1321 17 0 0 0 0 "EIF2AK2"
"ENSG00000055917" 1119 13 0 3 0 0 1119 11 0 0 0 0 1119 12 0 0 0 0 "PUM2"
"ENSG00000055950" 307 2 0 0 0 0 307 9 0 2 0 0 307 46 0 0 0 0 "MRPL43"
"ENSG00000056050" 441 20 0 2 2 0 441 0 0 0 0 0 441 55 0 0 0 0 "C4orf27"
"ENSG00000056097" 4602 49 5 3 0 0 4602 15 0 2 0 0 4602 40 0 0 0 4 "ZFR"
"ENSG00000056586" 3327 31 0 5 0 0 3327 19 2 4 3 0 3327 25 0 0 0 0 "RC3H2"
"ENSG00000056972" 271 8 0 4 0 0 271 7 0 0 0 0 271 19 0 0 0 0 "TRAF3IP2"
"ENSG00000057019" 1399 12 0 0 0 0 1399 8 2 0 0 0 1399 26 2 0 0 0 "DCBLD2"
"ENSG00000057252" 1511 11 2 0 0 0 1511 8 0 0 2 0 1511 26 0 0 0 0 "SOAT1"
"ENSG00000057608" 5511 73 6 20 3 4 5511 118 23 17 7 0 5511 385 17 5 0 3 "GDI2"
"ENSG00000057663" 1330 24 3 4 0 2 1330 14 3 0 0 2 1330 37 0 0 0 0 "ATG5"
"ENSG00000057757" 567 3 0 0 0 0 567 10 0 0 0 0 567 17 2 0 0 0 "PITHD1"
"ENSG00000057935" 364 7 0 0 0 0 364 5 0 0 0 0 364 22 0 0 0 0 "MTA3"
"ENSG00000058262" 2543 16 0 0 0 0 2543 6 0 0 0 0 2543 41 2 2 0 0 "SEC61A1"
"ENSG00000058272" 2056 39 3 2 4 2 2056 9 0 0 0 0 2056 26 0 0 0 0 "PPP1R12A"
"ENSG00000058600" 839 16 4 0 0 0 839 7 2 0 0 0 839 26 0 0 0 0 "POLR3E"
"ENSG00000058668" 698 10 0 0 0 0 698 5 0 2 0 0 698 15 0 0 0 0 "ATP2B4"
"ENSG00000058673" 2002 25 4 5 0 0 2002 3 0 0 0 0 2002 17 0 0 0 0 "ZC3H11A"
"ENSG00000058729" 699 5 2 0 0 0 699 5 0 0 0 0 699 34 0 0 0 0 "RIOK2"
"ENSG00000058804" 4648 36 0 3 0 0 4648 15 0 2 0 0 4648 83 2 0 0 2 "NDC1"
"ENSG00000059573" 1451 18 0 2 0 0 1451 12 0 2 0 0 1451 51 2 0 0 0 "ALDH18A1"
"ENSG00000060138" 1871 32 0 4 0 0 1871 26 2 4 2 0 1871 87 5 3 0 0 "YBX3"
"ENSG00000060237" 2163 45 2 8 4 0 2163 11 0 0 0 0 2163 32 0 0 0 0 "WNK1"
"ENSG00000060339" 1973 27 0 0 4 0 1973 9 0 0 0 0 1973 18 0 0 0 0 "CCAR1"
"ENSG00000060688" 1439 5 0 0 0 0 1439 7 0 3 0 0 1439 44 0 2 0 0 "SNRNP40"
"ENSG00000060749" 2193 18 0 0 2 0 2193 12 0 2 0 0 2193 33 0 0 0 0 "QSER1"
"ENSG00000060762" 635 10 0 0 0 0 635 9 2 3 0 0 635 38 0 0 0 0 "MPC1"
"ENSG00000060982" 2533 21 0 4 0 0 2533 10 0 0 0 0 2533 85 4 0 0 0 "BCAT1"
"ENSG00000061676" 5832 106 6 10 0 4 5832 31 4 5 0 0 5832 114 3 0 0 0 "NCKAP1"
"ENSG00000061794" 1343 17 0 0 0 0 1343 19 2 3 0 0 1343 87 3 0 0 0 "MRPS35"
"ENSG00000062194" 1639 18 2 2 2 0 1639 18 0 5 0 0 1639 39 0 0 0 0 "GPBP1"
"ENSG00000062485" 1442 11 3 0 0 0 1442 13 2 2 0 0 1442 43 0 0 0 0 "CS"
"ENSG00000062650" 1661 31 0 8 0 0 1661 11 2 0 0 0 1661 20 0 0 0 0 "WAPAL"
"ENSG00000062716" 13160 82 2 2 0 5 13160 28 5 2 0 0 13160 116 7 0 0 2 "VMP1"
"ENSG00000062725" 1160 12 0 2 2 0 1160 6 0 0 0 0 1160 18 0 0 0 0 "APPBP2"
"ENSG00000063046" 3761 25 0 0 0 2 3761 11 0 0 0 0 3761 28 0 0 0 0 "EIF4B"
"ENSG00000063177" 4315 61 0 0 0 6 4315 42 4 3 0 0 4315 429 5 3 0 5 "RPL18"
"ENSG00000063244" 1231 23 2 4 2 0 1231 12 0 2 0 0 1231 24 0 0 0 0 "U2AF2"
"ENSG00000063601" 698 13 0 0 0 0 698 4 0 0 0 0 698 16 0 0 0 0 "MTMR1"
"ENSG00000064012" 1181 13 0 4 0 0 1181 3 0 0 0 0 1181 24 0 0 0 0 "CASP8"
"ENSG00000064042" 6408 66 5 14 3 0 6408 37 7 11 0 2 6408 167 3 0 0 2 "LIMCH1"
