"prot id","symbol","gene id","JCKP5vsWTP5","JCKP10vsWTP10","JCKP15vsWTP15","JCKP20vsWTP20","JCKP26vsWTP26_1","JCKP26vsWTP26_2","JCKP35vsWTP35","JCKP44vsWTP44","JCKP50vsWTP50","JCKP64vsWTP64","Early Spectra","Late Spectra","cluster","Detect FA","fa","early FA","late FA","flipped"
Q8VI75,Ipo4,ENSMUSG00000002319,-0.29257736,0.16253583,0.23551161,-0.19614377,0.01842927,-0.19571730,0.09560442,0.30141241,0.07024207,0.23962504,11,11,e,1,1,1,1,0
Q9D967,Mdp1,ENSMUSG00000002329,-0.27746260,0.12843896,0.13407511,-0.04504117,0.14287602,-0.07651768,-0.07937920,0.01117382,-0.05040187,-0.08529912,7,8,e,1,0,0,0,0
P52430,Pon1,ENSMUSG00000002588,-0.65359045,-0.04849224,-0.04197862,-0.00866008,0.44185765,-0.32712109,-0.22852595,0.14981555,0.24817330,0.55101331,7,9,e,1,0,0,0,0
P61600,Naa20,ENSMUSG00000002728,-0.49730185,-0.31969727,-0.02690107,-0.10365637,0.31430620,-0.09773726,-0.05804177,0.12226080,-0.11744542,-0.01934982,2,1,e,1,0,0,0,0
Q61122,Nab1,ENSMUSG00000002881,-0.04509786,-0.15143527,0.52270288,0.64628651,0.31172271,-0.29794117,-0.00147193,0.03946442,0.01620945,0.13301464,1,2,e,1,0,0,0,0
P31324,Prkar2b,ENSMUSG00000002997,-0.51012496,-0.30928157,-0.63929968,-0.07480340,0.04380505,0.03030072,0.01186588,-0.12255860,-0.61965689,0.15157071,3,6,e,1,0,0,0,0
Q62419,Sh3gl1,ENSMUSG00000003200,-0.75887703,0.07234495,-0.19568316,0.06924893,-0.16961914,0.02729058,0.04345504,0.24851601,0.26072617,0.33576972,10,15,e,1,1,0,1,0
P63034,Cyth2,ENSMUSG00000003269,-0.20376656,0.23277810,-0.05627601,0.24885080,0.21979999,0.14314035,0.03176424,0.11869977,0.27711744,0.23457751,4,4,e,1,1,1,0,0
Q9Z0S9,Rabac1,ENSMUSG00000003380,-0.68646081,-0.15368408,-0.13873042,0.02826260,0.24175219,-0.14756984,0.15583796,0.01986002,-0.12116163,-0.04591013,1,2,e,1,0,0,0,0
Q9D6T0,Nosip,ENSMUSG00000003421,-0.36459712,0.12001357,0.07465107,-0.04132478,0.13553855,0.26172369,0.07725749,0.26470135,0.43083412,0.42298888,8,7,e,1,1,1,1,0
Q8K2T8,Paf1,ENSMUSG00000003437,-0.32570617,-0.05866588,-0.00161748,0.05631265,0.21980584,0.05702776,-0.01124222,0.02707622,0.11434187,0.12189220,3,11,e,1,0,0,0,0
Q99KN2,Ciao1,ENSMUSG00000003662,-0.65163739,-0.07938122,-0.67240725,0.01402100,-0.03646891,-0.01101259,-0.02714295,-0.10720273,-0.07844484,-0.07270495,4,9,e,1,0,0,0,0
Q07813,Bax,ENSMUSG00000003873,-0.37956416,-0.33026950,0.13116525,0.06165093,-0.01210384,-0.03926365,0.04005810,0.16631479,0.21847764,0.31911703,2,9,e,1,1,1,1,0
O70252,Hmox2,ENSMUSG00000004070,-0.29306950,-0.27122769,-0.41435564,-0.06499052,0.01677210,-0.00711869,0.02084834,0.09635195,0.10374535,0.13158665,14,16,e,1,0,0,0,0
Q91WR8,Gpx6,ENSMUSG00000004341,-0.18286661,-0.32200207,0.33783161,0.45039408,0.57789006,0.14116440,0.40699229,0.61264300,1.04220743,0.74470281,1,1,e,0,0,0,0,0
P31938,Map2k1,ENSMUSG00000004936,-0.21041113,0.00440032,-0.03397214,0.09575153,0.24979650,-0.08586642,-0.06957682,-0.00262527,-0.05653867,-0.05713881,10,18,e,1,0,0,0,0
P68181,Prkacb,ENSMUSG00000005034,-0.85261329,-0.15384182,-0.74589076,-0.25499041,0.28143509,-0.05999530,-0.02760289,-0.12662488,-0.11157827,0.09544647,4,5,e,1,0,0,0,0
Q9EQ08,Sgsh,ENSMUSG00000005043,-0.26757774,-0.01441991,-0.26755993,-0.01016628,-0.00669915,0.45497304,0.76741181,0.06156256,0.75651162,0.77437808,1,4,e,0,0,0,0,0
Q62426,Cstb,ENSMUSG00000005054,-0.26627356,-0.03826297,-0.05027700,-0.01598602,0.24415402,-0.01539476,0.02144714,0.15276485,0.18551911,0.17543365,12,32,e,1,1,1,1,0
Q8C7D2,Crbn,ENSMUSG00000005362,-1.13283079,-0.40283960,-0.29157832,0.07661601,0.37692013,-0.03867786,0.10718882,-0.15344646,-0.07599161,-0.22675790,2,5,e,1,0,0,0,0
P54276,Msh6,ENSMUSG00000005370,-0.07728906,-0.01579941,0.05150455,0.12063600,0.16465566,0.06182369,0.23580121,0.34481012,0.28679113,0.40326037,19,6,e,1,1,1,1,0
P54754,Ephb3,ENSMUSG00000005958,-0.28632694,-0.15323556,-0.03636662,0.18659745,0.11305365,-0.09156253,0.39001442,0.10830969,0.21970889,0.47561933,7,2,e,1,0,0,0,0
Q6ZWN5,Rps9,ENSMUSG00000006333,-0.71949131,-0.27493081,-0.17506440,0.00435366,-0.09750326,-0.00813504,-0.03639792,0.18302570,0.03437769,0.03642046,46,27,e,1,0,0,0,0
O70477,Pknox1,ENSMUSG00000006705,-0.26718821,-0.17445403,0.34885028,0.16410446,0.40730692,0.06540786,0.20912114,0.51347119,0.06205470,0.46140433,2,1,e,0,0,0,0,0
P16330,Cnp,ENSMUSG00000006782,-0.69110220,-0.14999725,0.10466953,0.05599411,0.15376407,0.01839588,0.04593983,0.20416326,0.11786545,0.27329107,7,9,e,1,0,0,0,0
Q8K2B0,P3h4,ENSMUSG00000006931,0.08214639,-0.07798896,-0.02609822,0.33677379,0.16923412,0.26539819,0.65043082,0.63035501,0.30727378,0.63237065,5,1,e,0,0,0,0,0
Q9Z1Q5,Clic1,ENSMUSG00000007041,-0.07431712,0.00579525,-0.03210755,0.21746453,0.32008757,-0.13433805,-0.06639841,0.02616519,0.09177206,-0.02692508,32,48,e,1,1,0,1,0
Q03141,Mark3,ENSMUSG00000007411,-0.42831472,-0.18603278,-0.16731068,0.11757609,0.14512174,-0.03898842,0.13729612,0.03070357,-0.13212752,0.00923413,11,19,e,1,0,0,0,0
Q9QUI0,Rhoa,ENSMUSG00000007815,-0.39239453,-0.44526103,-0.40163433,0.09706835,-0.04985329,0.02739621,0.14708812,0.13378232,0.02183642,0.09692450,16,9,e,1,0,0,0,0
Q9CQI7,Snrpb2,ENSMUSG00000008333,-0.57639352,-0.55967605,-0.35749520,0.25054952,0.62897639,0.16993615,0.10510620,0.07759359,0.15499767,0.32014432,3,8,e,1,0,0,0,0
Q9WTL2,Rab25,ENSMUSG00000008601,-0.89939732,0.48188742,0.19751674,0.35733859,0.50960426,0.06088385,0.13560432,0.06422838,0.00040652,0.21886661,1,7,e,1,0,0,0,0
P63168,Dynll1,ENSMUSG00000009013,-0.40542772,0.10426827,-0.33517767,0.01831520,-0.03772311,-0.05082700,0.15318653,0.24498493,0.09917033,0.21929285,8,18,e,1,0,0,0,0
Q61545,Ewsr1,ENSMUSG00000009079,-0.37404494,-0.19358194,0.28069385,0.09448743,0.25337611,0.05769178,-0.10422102,0.13147129,0.10647154,0.06155766,7,6,e,1,1,0,1,0
Q9CQ71,Rpa3,ENSMUSG00000012483,-0.12949049,0.00935905,0.54513126,-0.02925246,0.28856479,0.12218605,0.17780632,0.49145998,0.41814982,0.55522980,9,4,e,1,1,1,0,0
Q8C4Y3,Nelfb,ENSMUSG00000013465,-0.06960626,0.02038476,-0.20749749,0.10983293,0.13875423,0.06497979,0.05659651,0.22492230,0.25846711,0.24665553,5,7,e,1,0,0,0,0
Q9CXW3,Cacybp,ENSMUSG00000014226,-0.40547395,-0.32613442,-0.17130506,0.07303239,-0.01463347,-0.16654415,-0.12063229,0.08151725,-0.04667317,0.02493309,16,12,e,1,0,0,0,0
Q99MQ1,Bicc1,ENSMUSG00000014329,-0.01409109,0.07942890,0.27449694,0.43788906,0.42848034,0.21026056,0.16064301,0.12280207,0.29418072,0.25970535,8,10,e,1,1,1,1,0
Q8BTI7,Ankrd52,ENSMUSG00000014498,-0.36152952,0.01843782,-0.03039805,0.14402078,0.16265048,-0.00793784,0.12860054,0.03284145,0.02367815,0.13780974,2,3,e,1,1,1,1,0
Q9QX60,Dguok,ENSMUSG00000014554,-0.46405930,-0.33045807,-0.44354506,-0.06434290,0.17066176,-0.16816812,0.01730933,-0.14402379,-0.13717966,-0.23697770,3,5,e,1,1,0,1,0
P63280,Ube2i,ENSMUSG00000015120,-0.28313607,0.14293277,-0.10628641,0.03510121,0.19446212,0.15105910,0.10485320,0.38203752,0.38835499,0.42411239,14,14,e,1,1,0,1,0
Q8BMA3,Cnksr3,ENSMUSG00000015202,-0.43026341,-0.31505301,-0.05560495,0.50066612,0.29072783,-0.05912632,0.04967734,0.17203863,0.03143567,0.02478825,3,5,e,1,0,0,0,0
O54879,Hmgb3,ENSMUSG00000015217,-0.38168174,-0.17937441,-0.41548446,-0.00272969,0.09943092,0.07186746,-0.02700213,0.24810802,0.26792814,0.23238577,20,13,e,1,1,1,1,0
Q9JHQ0,Anxa9,ENSMUSG00000015702,-0.12135294,-0.09932623,0.47891860,0.34193982,0.35180969,0.08447597,0.09048550,0.20631597,0.39325380,0.47620439,3,5,e,1,0,0,0,0
P47754,Capza2,ENSMUSG00000015733,-0.15638247,-0.05942248,0.01861078,0.13829737,0.25021252,-0.12489338,0.00457144,0.12214729,0.23294125,0.19712826,13,17,e,1,0,0,0,0
Q9CXG3,Ppil4,ENSMUSG00000015757,0.05266072,-0.04079268,0.27304078,0.11438018,0.34001599,0.10845856,0.05173750,0.11448284,0.01835456,0.23004347,2,5,e,1,1,0,1,0
Q9R0P5,Dstn,ENSMUSG00000015932,-0.45662091,-0.10718884,0.04179946,0.23848904,0.15492770,0.10540968,0.01406407,0.06208752,0.07767296,0.16334334,43,52,e,1,0,0,0,0
Q9Z255,Ube2a,ENSMUSG00000016308,-0.92348148,-0.32732888,0.39550072,0.45852015,0.50418556,0.07431038,-0.02829278,0.16750509,-0.02838424,0.22141286,1,2,e,1,0,0,0,0
P17047,Lamp2,ENSMUSG00000016534,-0.36198078,-0.25774757,-0.14666574,0.01528512,-0.07987972,-0.62017427,-0.08791079,-0.25291581,-0.07078735,-0.24574504,9,8,e,1,0,0,0,0
Q99K74,Med24,ENSMUSG00000017210,-0.56059775,0.14681814,0.05775562,-0.15834353,-0.09738564,-0.05593432,0.24193823,0.06573209,-0.29507156,0.32734709,1,2,e,1,0,0,0,0
P03958,Ada,ENSMUSG00000017697,-0.40242656,-0.10622817,0.01262530,0.02991713,0.23646006,-0.09324369,-0.07552752,-0.03466801,0.09854137,0.05053372,4,8,e,1,0,0,0,0
Q80UK8,Ints2,ENSMUSG00000018068,-0.03267016,-0.33379208,0.00506150,0.08583441,0.19651776,-0.57833893,0.07225680,0.31982613,0.04312825,0.19265853,3,3,e,1,1,0,1,0
P62962,Pfn1,ENSMUSG00000018293,-0.44971272,-0.29231846,-0.40876113,0.14055025,0.09351949,-0.09470892,0.11451307,0.28494808,0.25166648,0.30457888,51,67,e,1,1,1,1,0
Q9CQV8,Ywhab,ENSMUSG00000018326,-0.59970043,-0.22935513,-0.01012098,0.08921906,0.07724284,0.01613047,-0.11119703,0.07248541,0.01463104,0.05459626,18,17,e,1,0,0,0,0
B1AR17,Chd3,ENSMUSG00000018474,-0.42520703,-0.31318171,-0.46839111,0.02877708,0.03537640,0.15122433,0.01689976,-0.02439463,-0.00110691,0.06557806,9,4,e,1,0,0,0,0
O88543,Cops3,ENSMUSG00000019373,-0.55648866,-0.11597425,-0.14584621,-0.11333336,-0.05407757,0.03366153,-0.11484661,-0.07098668,0.06304459,0.09960554,14,11,e,1,0,0,0,0
Q61081,Cdc37,ENSMUSG00000019471,-0.28381054,-0.25022154,-0.42455683,0.03468616,0.08158323,0.05161936,-0.04867656,0.07042379,0.00409443,0.09045403,34,25,e,1,0,0,0,0
Q78ZM0,Snx3,ENSMUSG00000019804,-0.41367817,-0.23003792,-0.24069658,0.05689701,0.17432544,-0.17849829,-0.27338717,-0.04130155,-0.01707660,-0.22358786,20,14,e,0,0,0,0,0
Q9CZE3,Rab32,ENSMUSG00000019832,-0.28307629,-0.46975179,-0.65259159,0.09353846,0.20280453,0.11377356,0.18484125,0.42869179,0.50187918,0.48827018,1,4,e,1,1,1,1,0
Q9QZI8,Serinc1,ENSMUSG00000019877,-2.14725712,0.07817272,-0.82181289,2.44574011,2.06463660,-0.31124518,0.13395984,-0.42471980,-0.13896569,0.15220307,1,2,e,1,0,0,0,0
Q60675,Lama2,ENSMUSG00000019899,-0.06591191,-0.01289970,0.11403933,0.33580721,0.37882254,0.37879648,0.53870536,0.52737546,0.35715154,0.57395320,37,41,e,1,0,0,0,0
P33215,Nedd1,ENSMUSG00000019988,-0.25121419,-0.39578771,-0.04344263,0.17014136,0.34974042,-0.01875980,0.12916312,0.38165521,0.05996122,0.14963388,2,1,e,1,1,1,1,0
P29268,Ctgf,ENSMUSG00000019997,-0.61847684,-0.21084803,0.14823370,0.06419417,0.56656678,0.57227517,0.84649243,0.98959239,0.87356346,0.93991307,1,4,e,1,1,1,1,0
Q5NBX1,Cobl,ENSMUSG00000020173,-0.16594618,0.16938823,0.22728993,-0.02584606,0.21797761,0.14604167,0.31906251,0.07143162,0.18799096,0.25667173,5,5,e,1,1,0,1,0
Q6PIX5,Rhbdf1,ENSMUSG00000020282,-0.04886222,-0.31293880,0.10502145,0.17674952,0.27139054,0.03925768,0.13495555,0.23214330,0.24283035,0.33973746,2,5,e,1,0,0,0,0
Q9CQ48,Nudcd2,ENSMUSG00000020328,-0.18599033,-0.23629800,-0.13498635,0.03849163,0.24618441,0.03654097,0.25375957,0.09709180,0.23651918,0.15517505,4,3,e,1,0,0,0,0
Q8BQY8,Hus1,ENSMUSG00000020413,-0.32274863,0.06701181,-0.10158894,-0.11909956,0.19190494,-0.27969641,-0.04336081,0.11895967,-0.10827343,0.03505788,2,1,e,1,1,1,0,0
P63271,Supt4a,ENSMUSG00000020485,-0.88132476,-0.22672155,-0.14956871,0.08480679,0.16088782,0.15959365,-0.03831189,0.31073869,0.26629187,0.33243526,3,2,e,1,1,0,1,0
Q3TML0,Pdia6,ENSMUSG00000020571,-0.04545931,0.07193246,0.19906455,0.29563218,0.30759219,-0.00576731,0.13617485,0.25796955,0.11914502,0.30458592,10,42,e,0,0,0,0,0
Q80U58,Pum2,ENSMUSG00000020594,0.01911670,-0.16708436,0.03564526,0.04272722,0.27292303,-0.10785916,0.14476556,0.16230258,-0.00510596,0.11181246,6,4,e,1,0,0,0,0
Q924W5,Smc6,ENSMUSG00000020608,-0.49843904,-0.13279788,-0.02009956,-0.01357081,0.11415517,0.30140628,0.01057705,-0.13489350,0.01089615,0.28561501,1,1,e,1,1,1,1,0
Q6DFV5,Helz,ENSMUSG00000020721,-0.08963913,-0.15193221,-0.51765566,0.28859828,0.44781488,-0.20456274,-0.17047739,-0.07352930,0.03191586,0.10817889,4,1,e,1,0,0,0,0
Q9JM14,Nt5c,ENSMUSG00000020736,-0.01479779,-0.03073373,0.49105662,0.14499588,0.36874939,0.04960089,-0.01806578,0.12076217,0.21139707,0.22670329,5,14,e,1,0,0,0,0
Q8C0E3,Trim47,ENSMUSG00000020773,-0.17694378,-0.03895651,0.18818491,0.08917809,0.09740057,-0.09039765,0.16781892,0.12491879,0.35763775,0.29954720,9,5,e,1,1,1,1,0
Q5SVD0,Fam101b,ENSMUSG00000020846,-0.53333616,-0.44385732,0.16262388,-0.24082234,0.13648915,0.24786432,0.14135817,0.33770445,0.21721399,0.37481042,3,3,e,1,1,1,0,0
P62259,Ywhae,ENSMUSG00000020849,-0.46242270,-0.21163049,-0.52543189,0.09225164,0.12333646,0.01112056,0.06620917,0.05773238,0.04662319,0.00051503,26,96,e,1,1,0,1,0
Q9CZV8,Fbxl20,ENSMUSG00000020883,-0.35408582,-0.38128002,-0.05853978,0.23349688,0.32408335,0.06115743,0.21594394,-0.00110242,0.03313896,0.16252452,2,5,e,1,0,0,0,0
O08810,Eftud2,ENSMUSG00000020929,-0.40317086,-0.09879953,-0.07077556,0.00846955,0.01108510,0.06739655,0.03259713,0.15266461,0.17848159,0.27176272,49,54,e,1,1,0,1,0
O70310,Nmt1,ENSMUSG00000020936,-0.43177700,-0.15541838,-0.21520436,-0.22776348,0.03810972,-0.03547447,-0.09386534,0.03323743,-0.05387240,-0.10459361,18,19,e,1,0,0,0,0
Q8K2J0,Plcd3,ENSMUSG00000020937,-0.28805263,-0.38248099,0.35094185,0.31749609,0.62928408,0.18150979,0.18473056,0.17650115,0.21846599,0.05218162,1,1,e,1,1,1,0,0
P54818,Galc,ENSMUSG00000021003,-0.21366982,-0.11376699,0.17989545,-0.04977415,0.05325977,-0.26225813,-0.09279985,-0.12973558,0.03528912,0.00349243,6,12,e,1,0,0,0,0
P23298,Prkch,ENSMUSG00000021108,-0.20032290,0.05784210,0.09812450,0.34428384,0.36243688,0.19626686,0.22530755,0.15170687,0.25961568,0.27925835,2,3,e,1,1,0,1,0
P84089,Erh,ENSMUSG00000021131,-0.60013406,-0.93636064,-0.74504169,0.17972577,0.02110357,0.05390640,0.08293926,0.24136182,0.39986933,0.32513669,5,4,e,1,0,0,0,0
Q80XC6,Nrde2,ENSMUSG00000021179,-0.64717188,0.15141669,-0.05489808,0.10395797,0.21204042,0.14829562,0.14033121,-0.03170689,0.11030269,0.06077435,1,2,e,1,0,0,0,0
Q9D1D4,Tmed10,ENSMUSG00000021248,-0.35130705,-0.34235406,-0.13908339,0.20416386,0.22331038,-0.02904114,-0.09750169,-0.01040632,-0.03660305,-0.04909639,13,30,e,1,0,0,0,0
Q9D0K0,Tbc1d7,ENSMUSG00000021368,-0.76906003,-0.43182384,0.02612514,-0.12857963,0.12676578,0.13807432,0.03278621,-0.00264022,-0.16746615,0.03736544,2,3,e,0,0,0,0,0
Q8R1F9,Rpp40,ENSMUSG00000021418,-0.24134092,-0.30593876,0.26020101,0.20545828,0.21916691,-0.10928807,-0.03473155,0.27414281,0.26664643,0.12941471,2,2,e,1,0,0,0,0
Q9CY50,Ssr1,ENSMUSG00000021427,-0.15595589,-0.03644430,0.14021435,0.05483851,0.15620997,-0.00840887,-0.01346892,0.20525511,0.07891079,0.15255579,6,6,e,1,0,0,0,0
Q3TFD2,Lpcat1,ENSMUSG00000021608,-0.13154143,0.22049269,-0.02293793,0.42216866,0.51918576,0.13917903,0.08968572,0.20661922,0.31792142,0.27649374,1,5,e,1,1,0,1,0
P28740,Kif2a,ENSMUSG00000021693,-0.24749263,-0.11555165,0.16916361,0.07505709,0.16665152,0.00569428,-0.03717794,0.19157239,0.11100849,0.14295110,6,7,e,1,1,1,0,0
Q3TKY6,Cwc27,ENSMUSG00000021715,-0.21733638,-0.09478027,-0.00156821,0.09097981,0.33471397,0.03075442,0.20295026,0.19806670,0.21656429,0.15259961,3,5,e,1,0,0,0,0
Q3UHH1,Zswim8,ENSMUSG00000021819,-0.23066057,-0.13964069,-0.00035370,0.20688134,0.11271377,-0.01354784,0.04812549,0.05014489,0.09740957,0.25281615,4,5,e,1,0,0,0,0
Q9D958,Spcs1,ENSMUSG00000021917,-0.38082947,-0.13761662,0.10263409,-0.14396945,0.18312159,-0.03955415,0.08880827,0.21357241,0.24716894,0.20961999,2,2,e,1,1,0,1,0
Q9CU65,Zmym2,ENSMUSG00000021945,-0.35898357,-0.01920487,0.03972414,0.73070283,0.97750728,0.06876707,0.26378079,0.04562453,0.07533096,0.20044494,3,4,e,1,1,0,1,0
Q8CD10,Micu2,ENSMUSG00000021973,-0.30976425,-0.10869994,0.14544741,0.21740074,0.19999704,0.03198023,-0.06762903,0.33300984,0.39819150,0.27076851,4,1,e,1,0,0,0,0
Q8VE11,Mtmr6,ENSMUSG00000021987,-0.21140570,0.05160855,0.09475947,0.01704714,0.10302833,0.01914662,0.11317992,0.16090422,0.19552266,0.28364567,9,7,e,1,0,0,0,0
Q8R1G6,Pdlim2,ENSMUSG00000022090,-0.77766766,-0.23277861,-0.06038788,-0.07000463,0.20345871,-0.11836598,-0.13098007,-0.00138901,0.16944496,0.01406367,4,15,e,1,0,0,0,0
Q9JKB1,Uchl3,ENSMUSG00000022111,-0.42729196,0.08348966,0.24919575,0.10168900,0.10098920,0.04950308,-0.06566908,0.05477375,0.09271876,0.12245444,16,18,e,1,0,0,0,0
Q8C3P7,Mettl3,ENSMUSG00000022160,-0.11246119,-0.20625663,0.27818708,0.05761150,0.13297509,0.07616636,0.06962757,0.12129343,0.17663768,0.26307925,5,4,e,1,1,0,1,0
Q8CCS6,Pabpn1,ENSMUSG00000022194,-0.11489149,-0.27761334,0.08187664,-0.04795104,0.31443411,0.09876401,0.05814699,0.28263274,0.31978545,0.32816199,6,10,e,1,1,0,1,0
P11031,Sub1,ENSMUSG00000022205,-0.12609179,-0.07695232,-0.26534384,0.16593414,0.13616834,-0.00605930,0.19849809,0.26127907,0.26047533,0.31430271,28,16,e,1,0,0,0,0
P97371,Psme1,ENSMUSG00000022216,-0.35021900,-0.16170907,0.00991812,0.03133328,0.17552205,0.00909784,0.01087933,0.40125326,0.26678025,0.41582074,32,20,e,1,0,0,0,0
Q8K205,Pop1,ENSMUSG00000022325,-0.25797984,0.15315806,-0.02254730,-0.01251418,0.09469150,0.06839699,0.17834977,0.16715967,0.17126504,0.22469340,9,4,e,1,1,1,1,0
Q9R1E6,Enpp2,ENSMUSG00000022425,-0.03084112,-0.02341739,-0.15669770,0.21069740,0.25507678,-0.09154271,0.02148869,-0.08516088,-0.01409520,-0.01385954,1,8,e,1,1,1,1,0
Q9ES46,Parvb,ENSMUSG00000022438,-0.24579763,-0.23216838,0.06809961,0.04252786,0.05022245,-0.15505052,-0.17139510,0.07823881,0.01897651,-0.06020890,4,5,e,1,0,0,0,0
Q3UZW7,Eef2kmt,ENSMUSG00000022544,-0.16275137,-0.04745768,0.14879955,-0.00232876,0.17745623,-0.05510580,0.02995757,-0.01167232,-0.15185946,0.13726615,3,2,e,1,1,1,0,0
Q9QZD4,Ercc4,ENSMUSG00000022545,-0.32340523,0.02780475,-0.13223810,-0.04482727,0.33736151,0.09339306,0.00942512,-0.00692661,0.01377502,0.02273542,3,5,e,1,0,0,0,0
Q9Z2A7,Dgat1,ENSMUSG00000022555,-1.05846285,-0.64591217,-0.74745184,-0.16440992,0.12523430,-0.10024256,-0.15351000,-0.13328821,-0.21656926,-0.18153470,2,2,e,1,0,0,0,0
Q9D8T2,Gsdmd,ENSMUSG00000022575,-0.06666480,-0.31217770,0.03335410,0.13395482,0.11380406,-0.04381927,0.33039164,0.36258034,0.32848425,0.55778009,4,5,e,1,1,1,1,0
O08911,Mapk12,ENSMUSG00000022610,-0.34455874,-0.20272827,0.16526415,0.17312008,0.17910691,-0.13292555,-0.07013909,-0.01077513,-0.01522047,-0.02306744,8,8,e,1,0,0,0,0
Q8CIN4,Pak2,ENSMUSG00000022781,-0.22408566,0.07811491,-0.10796132,0.03425385,0.08462371,0.03487061,0.03748659,0.24353318,0.14703386,0.21003653,17,26,e,1,1,0,1,0
Q3UHQ6,Dopey2,ENSMUSG00000022946,-0.16458196,0.04142569,0.17458333,-0.00224113,0.10154173,0.04463203,0.25490512,0.25232653,0.30753698,0.42077873,3,4,e,1,0,0,0,0
P05213,Tuba1b,ENSMUSG00000023004,-0.45476247,0.00907564,0.07284656,0.10064367,0.23076284,0.00109070,0.01224599,0.04997976,0.04640538,0.14009440,230,205,e,1,0,0,0,0
Q6ZPF4,Fmnl3,ENSMUSG00000023008,0.04936325,-0.01217704,0.39331823,0.29525760,0.26347906,0.03339757,0.12618835,0.29772715,0.40445618,0.44225176,3,10,e,1,0,0,0,0
Q8CD91,Smoc2,ENSMUSG00000023886,-0.35874068,-0.19260444,0.38279145,0.46743422,0.04624223,0.06557724,0.31834908,0.43466734,0.83968887,1.07919752,1,1,e,1,1,1,1,0
Q8BTJ4,Enpp4,ENSMUSG00000023961,0.05118768,0.37245230,0.37111098,0.26454237,0.39901093,0.11345925,0.38947444,0.55732458,0.55778005,0.53350120,2,7,e,1,0,0,0,0
Q00519,Xdh,ENSMUSG00000024066,-0.17360752,-0.25957226,-0.06978149,0.17736193,0.12196631,-0.05520719,0.04195305,0.17370986,0.18935577,0.16386040,6,33,e,1,1,1,1,0
Q8C407,Yipf4,ENSMUSG00000024072,-0.30098966,-0.14724686,0.25320724,-0.04568754,0.15055846,-0.00422772,0.02952587,0.06790377,-0.16205225,-0.01500954,2,3,e,1,0,0,0,0
Q9WV55,Vapa,ENSMUSG00000024091,-0.70466537,0.04271882,-0.31101811,-0.06742103,-0.06134416,-0.01793071,-0.06090270,-0.04516268,0.00104661,-0.03831210,14,17,e,1,0,0,0,0
Q62241,Snrpc,ENSMUSG00000024217,-0.19401292,-0.19432623,0.04633062,-0.00699429,0.16568146,0.05091373,0.06889389,0.23029427,0.25626026,0.21594659,8,5,e,1,1,0,1,0
Q8BIH0,Sap130,ENSMUSG00000024260,0.01121521,0.00272104,0.28909128,0.39894665,0.21744615,0.04041756,0.19409732,0.31413331,0.38479542,0.42370869,3,2,e,0,0,0,0,0
Q9D2N4,Dtna,ENSMUSG00000024302,-0.21498901,-0.14513974,0.19120715,0.97913843,0.69088149,0.02951110,0.44036207,0.15329842,0.31343385,0.36285330,1,3,e,1,0,0,0,0
Q7JJ13,Brd2,ENSMUSG00000024335,-0.29862512,-0.28019782,-0.49645568,0.18615411,0.22369997,0.16616338,-0.01176014,0.11404373,0.30601245,0.24777967,4,7,e,1,1,0,1,0
Q61789,Lama3,ENSMUSG00000024421,-0.32962663,-0.53477168,-0.06942648,-0.12728140,-0.06473782,-0.14375663,-0.08704171,-0.04057120,0.08920179,0.21642145,2,14,e,1,1,0,1,0
G3X8X0,Dhx16,ENSMUSG00000024422,-0.11388239,-0.21793565,0.07063920,0.13286583,0.21626324,-0.06082049,0.03948212,0.02799192,0.00955602,0.03958667,5,6,e,1,0,0,0,0
Q9Z1M8,Ik,ENSMUSG00000024474,-0.29288271,-0.29033089,0.13433207,0.03190363,0.14980997,0.03340116,0.06417213,0.22839006,0.14987264,0.13500006,15,10,e,1,1,0,1,0
Q9EST4,Psmg2,ENSMUSG00000024537,-0.13959794,-0.39276872,0.22151062,0.46363574,0.77665681,-0.18649365,-0.04369860,0.08680274,-0.12176346,0.00548378,1,5,e,1,0,0,0,0
P30412,Ppic,ENSMUSG00000024538,-0.12701737,-0.02420629,0.27382106,0.25229948,0.25665224,0.22976589,-0.01765721,0.30653333,0.40377243,0.30277026,18,11,e,1,1,0,1,0
P14733,Lmnb1,ENSMUSG00000024590,-0.09334381,-0.03956307,-0.15557110,0.24132166,0.20857625,0.15062271,0.06280105,0.28919057,0.25636610,0.28654154,104,97,e,1,1,0,1,0
P62264,Rps14,ENSMUSG00000024608,-0.37070481,-0.31031910,-0.15791682,-0.05883434,0.03765306,-0.08075256,0.06265419,0.20145115,0.05532928,-0.01295145,13,19,e,1,0,0,0,0
P21279,Gnaq,ENSMUSG00000024639,-0.48087270,-0.38570436,-0.22268282,0.12551550,0.09062867,0.01057066,-0.13416481,-0.00027472,0.06239058,0.02479045,13,12,e,1,1,1,0,0
Q8VDV3,Rab3il1,ENSMUSG00000024663,-0.23337144,-0.38538241,-0.05483994,-0.33438161,-0.03935134,-0.00409501,0.14582266,0.34658516,0.32075656,0.36605510,3,4,e,1,0,0,0,0
Q8C6I2,Sdhaf2,ENSMUSG00000024668,-1.23568985,-0.98206023,0.09269250,-0.18014413,0.55679867,-0.09838084,-0.31741903,-0.34614807,-0.04087365,-0.28826553,1,3,e,1,0,0,0,0
